#id,x,y,z,u,v,w
223,-60.5,9.7,0,-0.0005084139437639458,0.,0.
224,-60.5,9.95,0,-0.000589296021148983,0.,0.
225,-60.5,10.2,0,-0.0006786175216124354,0.,0.
226,-60.5,10.45,0,-0.0007764118100475533,0.,0.
227,-60.5,10.7,0,-0.000882540615211268,0.,0.
228,-60.5,10.95,0,-0.0009966731839645962,0.,0.
229,-60.5,11.2,0,-0.0011182691653780683,0.,0.
230,-60.5,11.45,0,-0.0012465664402041522,0.,0.
231,-60.5,11.7,0,-0.0013805750344242928,0.,0.
232,-60.5,11.95,0,-0.0015190781064918842,0.,0.
233,-60.5,12.2,0,-0.001660640776643705,0.,0.
234,-60.5,12.45,0,-0.0018036272783026246,0.,0.
235,-60.5,12.7,0,-0.0019462265663390368,0.,0.
236,-60.5,12.95,0,-0.002086486129934144,0.,0.
237,-60.5,13.2,0,-0.002222353348459169,0.,0.
238,-60.5,13.45,0,-0.002351723319918362,0.,0.
239,-60.5,13.7,0,-0.0024724917077862426,0.,0.
240,-60.5,13.95,0,-0.002582610818447733,0.,0.
241,-60.5,14.2,0,-0.002680146861322743,0.,0.
242,-60.5,14.45,0,-0.002763336177161633,0.,0.
243,-60.5,14.7,0,-0.002830638161944863,0.,0.
244,-60.5,14.95,0,-0.0028807826729296067,0.,0.
245,-60.5,15.2,0,-0.002912809880960903,0.,0.
246,-60.5,15.45,0,-0.0029261008227968966,0.,0.
247,-60.5,15.7,0,-0.0029203972949648107,0.,0.
248,-60.5,15.95,0,-0.0028958101959205155,0.,0.
249,-60.5,16.2,0,-0.0028528159399939085,0.,0.
250,-60.5,16.45,0,-0.0027922411051138608,0.,0.
251,-60.5,16.7,0,-0.0027152360054297246,0.,0.
252,-60.5,16.95,0,-0.0026232383691543876,0.,0.
253,-60.5,17.2,0,-0.00251792872353114,0.,0.
254,-60.5,17.45,0,-0.0024011794197837423,0.,0.
255,-60.5,17.7,0,-0.002274999454507397,0.,0.
256,-60.5,17.95,0,-0.0021414773507268075,0.,0.
257,-60.5,18.2,0,-0.0020027243500193377,0.,0.
258,-60.5,18.45,0,-0.0018608200424531452,0.,0.
259,-60.5,18.7,0,-0.0017177623362181966,0.,0.
260,-60.5,18.95,0,-0.0015754233619447602,0.,0.
261,-60.5,19.2,0,-0.0014355125400765457,0.,0.
262,-60.5,19.45,0,-0.0012995476378426954,0.,0.
263,-60.5,19.7,0,-0.0011688342303549162,0.,0.
264,-60.5,19.95,0,-0.0010444535818619743,0.,0.
265,-60.5,20.2,0,-0.0009272585991538043,0.,0.
266,-60.5,20.45,0,-0.0008178771964865544,0.,0.
267,-60.5,20.7,0,-0.0007167221624163406,0.,0.
268,-60.5,20.95,0,-0.000624006440695224,0.,0.
269,-60.5,21.2,0,-0.0005397626319529103,0.,0.
270,-60.5,21.45,0,-0.00046386548767232406,0.,0.
271,-60.5,21.7,0,-0.00039605619643640587,0.,0.
272,-60.5,21.95,0,-0.0003359673450129402,0.,0.
273,-60.5,22.2,0,-0.0002831475619697723,0.,0.
274,-60.5,22.45,0,-0.00023708500659915487,0.,0.
275,-60.5,22.7,0,-0.00019722903837292386,0.,0.
276,-60.5,22.95,0,-0.00016300958014602268,0.,0.
277,-60.5,23.2,0,-0.00013385386152341426,0.,0.
278,-60.5,23.45,0,-0.00010920038875651652,0.,0.
279,-60.5,23.7,0,-8.851012794022033e-05,0.,0.
280,-60.5,23.95,0,-7.127500504292929e-05,0.,0.
281,-60.5,24.2,0,-5.702391741489345e-05,0.,0.
282,-60.5,24.45,0,-4.5326516733985366e-05,0.,0.
283,-60.5,24.7,0,-3.57950642419241e-05,0.,0.
284,-60.5,24.95,0,-2.8084678133843232e-05,0.,0.
285,-60.5,25.2,0,-2.189229340059242e-05,0.,0.
286,-60.5,25.45,0,-1.6954640009214836e-05,0.,0.
287,-60.5,25.7,0,-1.3045519859331306e-05,0.,0.
288,-60.5,25.95,0,-9.97263012199794e-06,0.,0.
289,-60.5,26.2,0,-7.5741436425908256e-06,0.,0.
290,-60.5,26.45,0,-5.7152188713330765e-06,0.,0.
291,-60.5,26.7,0,-4.284574519802984e-06,0.,0.
292,-60.5,26.95,0,-3.1912295055167755e-06,0.,0.
293,-60.5,27.2,0,-2.3614778744584843e-06,0.,0.
294,-60.5,27.45,0,-1.7361419347860305e-06,0.,0.
295,-60.5,27.7,0,-1.268125038623998e-06,0.,0.
296,-60.5,27.95,0,-9.20268236065499e-07,0.,0.
297,-60.5,28.2,0,-6.635020834775236e-07,0.,0.
298,-60.5,28.45,0,-4.7527574779496756e-07,0.,0.
299,-60.5,28.7,0,-3.382396536156308e-07,0.,0.
300,-60.5,28.95,0,-2.391546844607823e-07,0.,0.
301,-60.25,1.95,0,-2.2725495439493737e-07,0.,0.
302,-60.25,2.2,0,-3.222469289856459e-07,0.,0.
303,-60.25,2.45,0,-4.5398313389719766e-07,0.,0.
304,-60.25,2.7,0,-6.354277160878488e-07,0.,0.
305,-60.25,2.95,0,-8.836252012041706e-07,0.,0.
306,-60.25,3.2,0,-1.2208028579318732e-06,0.,0.
307,-60.25,3.45,0,-1.6757085485692985e-06,0.,0.
308,-60.25,3.7,0,-2.2852143221268604e-06,0.,0.
309,-60.25,3.95,0,-3.0962134539829247e-06,0.,0.
310,-60.25,4.2,0,-4.167833430007963e-06,0.,0.
311,-60.25,4.45,0,-5.573978873190194e-06,0.,0.
312,-60.25,4.7,0,-7.406205989252983e-06,0.,0.
313,-60.25,4.95,0,-9.776913205100217e-06,0.,0.
314,-60.25,5.2,0,-1.2822810869822958e-05,0.,0.
315,-60.25,5.45,0,-1.6708605984254878e-05,0.,0.
316,-60.25,5.7,0,-2.1630806037284323e-05,0.,0.
317,-60.25,5.95,0,-2.7821509679070565e-05,0.,0.
318,-60.25,6.2,0,-3.5552012173673474e-05,0.,0.
319,-60.25,6.45,0,-4.513601193700778e-05,0.,0.
320,-60.25,6.7,0,-5.693216318615851e-05,0.,0.
321,-60.25,6.95,0,-7.134568162827737e-05,0.,0.
322,-60.25,7.2,0,-8.882867859801236e-05,0.,0.
323,-60.25,7.45,0,-0.000109878877967148,0.,0.
324,-60.25,7.7,0,-0.0001350363636300428,0.,0.
325,-60.25,7.95,0,-0.00016487801756433736,0.,0.
326,-60.25,8.2,0,-0.00020000934322429793,0.,0.
327,-60.25,8.45,0,-0.00024105342950580253,0.,0.
328,-60.25,8.7,0,-0.0002886368987918027,0.,0.
329,-60.25,8.95,0,-0.0003433727991961107,0.,0.
330,-60.25,9.2,0,-0.0004058405447277881,0.,0.
331,-60.25,9.45,0,-0.00047656317415599106,0.,0.
332,-60.25,9.7,0,-0.0005559823839438312,0.,0.
333,-60.25,9.95,0,-0.0006444319844208418,0.,0.
334,-60.25,10.2,0,-0.0007421106208434648,0.,0.
335,-60.25,10.45,0,-0.0008490547798051869,0.,0.
336,-60.25,10.7,0,-0.0009651132530704846,0.,0.
337,-60.25,10.95,0,-0.0010899243414354623,0.,0.
338,-60.25,11.2,0,-0.0012228971374287226,0.,0.
339,-60.25,11.45,0,-0.0013631982160797471,0.,0.
340,-60.25,11.7,0,-0.0015097449790026545,0.,0.
341,-60.25,11.95,0,-0.0016612067340080147,0.,0.
342,-60.25,12.2,0,-0.0018160143505060518,0.,0.
343,-60.25,12.45,0,-0.0019723790156361354,0.,0.
344,-60.25,12.7,0,-0.0021283202384991895,0.,0.
345,-60.25,12.95,0,-0.0022817028266343717,0.,0.
346,-60.25,13.2,0,-0.002430282111254531,0.,0.
347,-60.25,13.45,0,-0.0025717562506341997,0.,0.
348,-60.25,13.7,0,-0.0027038240214249487,0.,0.
349,-60.25,13.95,0,-0.0028242461428366625,0.,0.
350,-60.25,14.2,0,-0.0029309078941580887,0.,0.
351,-60.25,14.45,0,-0.003021880603907837,0.,0.
352,-60.25,14.7,0,-0.003095479525422281,0.,0.
353,-60.25,14.95,0,-0.0031503156783267336,0.,0.
354,-60.25,15.2,0,-0.003185339429525368,0.,0.
355,-60.25,15.45,0,-0.003199873904076022,0.,0.
356,-60.25,15.7,0,-0.0031936367403635232,0.,0.
357,-60.25,15.95,0,-0.003166749212771917,0.,0.
358,-60.25,16.2,0,-0.0031197323101098914,0.,0.
359,-60.25,16.45,0,-0.003053489946939675,0.,0.
360,-60.25,16.7,0,-0.0029692800635890007,0.,0.
361,-60.25,16.95,0,-0.0028686749056051597,0.,0.
362,-60.25,17.2,0,-0.0027535122344312987,0.,0.
363,-60.25,17.45,0,-0.0026258395830073278,0.,0.
364,-60.25,17.7,0,-0.0024878539145165666,0.,0.
365,-60.25,17.95,0,-0.002341839159257228,0.,0.
366,-60.25,18.2,0,-0.0021901040916830054,0.,0.
367,-60.25,18.45,0,-0.0020349228733465125,0.,0.
368,-60.25,18.7,0,-0.0018784803415677776,0.,0.
369,-60.25,18.95,0,-0.0017228237880539579,0.,0.
370,-60.25,19.2,0,-0.0015698225707664413,0.,0.
371,-60.25,19.45,0,-0.0014211364629130264,0.,0.
372,-60.25,19.7,0,-0.0012781931923755464,0.,0.
373,-60.25,19.95,0,-0.0011421751891051775,0.,0.
374,-60.25,20.2,0,-0.0010140151599172347,0.,0.
375,-60.25,20.45,0,-0.0008943997682467548,0.,0.
376,-60.25,20.7,0,-0.0007837804241471187,0.,0.
377,-60.25,20.95,0,-0.0006823899949036736,0.,0.
378,-60.25,21.2,0,-0.0005902641313400133,0.,0.
379,-60.25,21.45,0,-0.0005072658663843979,0.,0.
380,-60.25,21.7,0,-0.00043311217359663363,0.,0.
381,-60.25,21.95,0,-0.00036740126367246277,0.,0.
382,-60.25,22.2,0,-0.00030963953377511884,0.,0.
383,-60.25,22.45,0,-0.0002592672541403353,0.,0.
384,-60.25,22.7,0,-0.00021568226497824039,0.,0.
385,-60.25,22.95,0,-0.00017826115134510944,0.,0.
386,-60.25,23.2,0,-0.00014637755306024487,0.,0.
387,-60.25,23.45,0,-0.00011941744165976333,0.,0.
388,-60.25,23.7,0,-9.679134992061745e-05,0.,0.
389,-60.25,23.95,0,-7.794366717403673e-05,0.,0.
390,-60.25,24.2,0,-6.235921326514357e-05,0.,0.
391,-60.25,24.45,0,-4.9567375440300134e-05,0.,0.
392,-60.25,24.7,0,-3.914413716372753e-05,0.,0.
393,-60.25,24.95,0,-3.0712348653441194e-05,0.,0.
394,-60.25,25.2,0,-2.3940589403878454e-05,0.,0.
395,-60.25,25.45,0,-1.8540957200043663e-05,0.,0.
396,-60.25,25.7,0,-1.4266090299335265e-05,0.,0.
397,-60.25,25.95,0,-1.0905693554291676e-05,0.,0.
398,-60.25,26.2,0,-8.282798869686096e-06,0.,0.
399,-60.25,26.45,0,-6.249948593699197e-06,0.,0.
400,-60.25,26.7,0,-4.685449690992501e-06,0.,0.
401,-60.25,26.95,0,-3.489808668609007e-06,0.,0.
402,-60.25,27.2,0,-2.582423464926901e-06,0.,0.
403,-60.25,27.45,0,-1.8985795799010587e-06,0.,0.
404,-60.25,27.7,0,-1.386773889192125e-06,0.,0.
405,-60.25,27.95,0,-1.0063707615246653e-06,0.,0.
406,-60.25,28.2,0,-7.255809457004367e-07,0.,0.
407,-60.25,28.45,0,-5.197436980847654e-07,0.,0.
408,-60.25,28.7,0,-3.698861749725481e-07,0.,0.
409,-60.25,28.95,0,-2.6153057607636316e-07,0.,0.
410,-60.0,1.95,0,-2.4841691922877856e-07,0.,0.
411,-60.0,2.2,0,-3.522545395883016e-07,0.,0.
412,-60.0,2.45,0,-4.962580103251658e-07,0.,0.
413,-60.0,2.7,0,-6.945986988200019e-07,0.,0.
414,-60.0,2.95,0,-9.659083157086044e-07,0.,0.
415,-60.0,3.2,0,-1.3344839313209718e-06,0.,0.
416,-60.0,3.45,0,-1.8317504068029534e-06,0.,0.
417,-60.0,3.7,0,-2.498013313688543e-06,0.,0.
418,-60.0,3.95,0,-3.3845326257506156e-06,0.,0.
419,-60.0,4.2,0,-4.5559417760458565e-06,0.,0.
420,-60.0,4.45,0,-6.093027380682941e-06,0.,0.
421,-60.0,4.7,0,-8.09587135260687e-06,0.,0.
422,-60.0,4.95,0,-1.0687338652064454e-05,0.,0.
423,-60.0,5.2,0,-1.4016870085916489e-05,0.,0.
424,-60.0,5.45,0,-1.8264510158941543e-05,0.,0.
425,-60.0,5.7,0,-2.364506512310889e-05,0.,0.
426,-60.0,5.95,0,-3.0412246638009135e-05,0.,0.
427,-60.0,6.2,0,-3.8862612962970645e-05,0.,0.
428,-60.0,6.45,0,-4.9339074087595044e-05,0.,0.
429,-60.0,6.7,0,-6.223368208359133e-05,0.,0.
430,-60.0,6.95,0,-7.798938631530562e-05,0.,0.
431,-60.0,7.2,0,-9.710039869200384e-05,0.,0.
432,-60.0,7.45,0,-0.00012011079109623099,0.,0.
433,-60.0,7.7,0,-0.00014761093999532892,0.,0.
434,-60.0,7.95,0,-0.00018023144657476197,0.,0.
435,-60.0,8.2,0,-0.00021863419872644298,0.,0.
436,-60.0,8.45,0,-0.000263500307338941,0.,0.
437,-60.0,8.7,0,-0.00031551474582595815,0.,0.
438,-60.0,8.95,0,-0.0003753476492971019,0.,0.
439,-60.0,9.2,0,-0.00044363238675183917,0.,0.
440,-60.0,9.45,0,-0.0005209407022914898,0.,0.
441,-60.0,9.7,0,-0.0006077554231217029,0.,0.
442,-60.0,9.95,0,-0.000704441443965633,0.,0.
443,-60.0,10.2,0,-0.0008112159079115619,0.,0.
444,-60.0,10.45,0,-0.0009281186991819098,0.,0.
445,-60.0,10.7,0,-0.0010549845290412523,0.,0.
446,-60.0,10.95,0,-0.0011914180168821201,0.,0.
447,-60.0,11.2,0,-0.0013367732299723323,0.,0.
448,-60.0,11.45,0,-0.0014901391348686988,0.,0.
449,-60.0,11.7,0,-0.0016503323217023403,0.,0.
450,-60.0,11.95,0,-0.001815898184323876,0.,0.
451,-60.0,12.2,0,-0.0019851214748170727,0.,0.
452,-60.0,12.45,0,-0.0021560468061977483,0.,0.
453,-60.0,12.7,0,-0.002326509264398269,0.,0.
454,-60.0,12.95,0,-0.002494174827991048,0.,0.
455,-60.0,13.2,0,-0.0026565898047946433,0.,0.
456,-60.0,13.45,0,-0.002811238005749434,0.,0.
457,-60.0,13.7,0,-0.0029556039177560645,0.,0.
