x,y,z,u,v,z,0.,0.,0.,0.,0.,0.
12.500,-4.000,0.000,2.059,-22.037,0.000,0.,0.,0.,0.,0.,0.
12.500,-3.000,0.000,1.542,-22.034,0.000,0.,0.,0.,0.,0.,0.
12.500,-2.000,0.000,1.028,-22.033,0.000,0.,0.,0.,0.,0.,0.
12.500,-1.000,0.000,0.514,-22.032,0.000,0.,0.,0.,0.,0.,0.
12.500,0.000,0.000,0.000,-22.031,0.000,0.,0.,0.,0.,0.,0.
12.500,1.000,0.000,-0.514,-22.032,0.000,0.,0.,0.,0.,0.,0.
12.500,2.000,0.000,-1.028,-22.033,0.000,0.,0.,0.,0.,0.,0.
12.500,3.000,0.000,-1.542,-22.034,0.000,0.,0.,0.,0.,0.,0.
12.500,4.000,0.000,-2.059,-22.037,0.000,0.,0.,0.,0.,0.,0.
12.500,5.000,0.000,-2.577,-22.040,0.000,0.,0.,0.,0.,0.,0.
12.500,6.000,0.000,-3.097,-22.044,0.000,0.,0.,0.,0.,0.,0.
12.500,7.000,0.000,-3.620,-22.049,0.000,0.,0.,0.,0.,0.,0.
12.500,8.000,0.000,-4.146,-22.054,0.000,0.,0.,0.,0.,0.,0.
12.500,9.000,0.000,-4.675,-22.060,0.000,0.,0.,0.,0.,0.,0.
12.500,10.000,0.000,-5.209,-22.067,0.000,0.,0.,0.,0.,0.,0.
12.500,11.000,0.000,-5.746,-22.075,0.000,0.,0.,0.,0.,0.,0.
12.500,12.000,0.000,-6.289,-22.083,0.000,0.,0.,0.,0.,0.,0.
13.500,-12.000,0.000,6.259,-21.536,0.000,0.,0.,0.,0.,0.,0.
13.500,-11.000,0.000,5.719,-21.527,0.000,0.,0.,0.,0.,0.,0.
13.500,-10.000,0.000,5.184,-21.519,0.000,0.,0.,0.,0.,0.,0.
13.500,-9.000,0.000,4.653,-21.511,0.000,0.,0.,0.,0.,0.,0.
13.500,-8.000,0.000,4.126,-21.505,0.000,0.,0.,0.,0.,0.,0.
13.500,-7.000,0.000,3.602,-21.499,0.000,0.,0.,0.,0.,0.,0.
13.500,-6.000,0.000,3.082,-21.494,0.000,0.,0.,0.,0.,0.,0.
13.500,-5.000,0.000,2.564,-21.490,0.000,0.,0.,0.,0.,0.,0.
13.500,-4.000,0.000,2.049,-21.486,0.000,0.,0.,0.,0.,0.,0.
13.500,-3.000,0.000,1.535,-21.483,0.000,0.,0.,0.,0.,0.,0.
13.500,-2.000,0.000,1.023,-21.482,0.000,0.,0.,0.,0.,0.,0.
13.500,-1.000,0.000,0.511,-21.480,0.000,0.,0.,0.,0.,0.,0.
13.500,0.000,0.000,0.000,-21.480,0.000,0.,0.,0.,0.,0.,0.
13.500,1.000,0.000,-0.511,-21.480,0.000,0.,0.,0.,0.,0.,0.
13.500,2.000,0.000,-1.023,-21.482,0.000,0.,0.,0.,0.,0.,0.
13.500,3.000,0.000,-1.535,-21.483,0.000,0.,0.,0.,0.,0.,0.
13.500,4.000,0.000,-2.049,-21.486,0.000,0.,0.,0.,0.,0.,0.
13.500,5.000,0.000,-2.564,-21.490,0.000,0.,0.,0.,0.,0.,0.
13.500,6.000,0.000,-3.082,-21.494,0.000,0.,0.,0.,0.,0.,0.
13.500,7.000,0.000,-3.602,-21.499,0.000,0.,0.,0.,0.,0.,0.
13.500,8.000,0.000,-4.126,-21.505,0.000,0.,0.,0.,0.,0.,0.
13.500,9.000,0.000,-4.653,-21.511,0.000,0.,0.,0.,0.,0.,0.
13.500,10.000,0.000,-5.184,-21.519,0.000,0.,0.,0.,0.,0.,0.
13.500,11.000,0.000,-5.719,-21.527,0.000,0.,0.,0.,0.,0.,0.
13.500,12.000,0.000,-6.259,-21.536,0.000,0.,0.,0.,0.,0.,0.
14.500,-12.000,0.000,6.227,-20.991,0.000,0.,0.,0.,0.,0.,0.
14.500,-11.000,0.000,5.689,-20.982,0.000,0.,0.,0.,0.,0.,0.
14.500,-10.000,0.000,5.157,-20.973,0.000,0.,0.,0.,0.,0.,0.
14.500,-9.000,0.000,4.628,-20.965,0.000,0.,0.,0.,0.,0.,0.
14.500,-8.000,0.000,4.104,-20.958,0.000,0.,0.,0.,0.,0.,0.
14.500,-7.000,0.000,3.583,-20.952,0.000,0.,0.,0.,0.,0.,0.
14.500,-6.000,0.000,3.066,-20.946,0.000,0.,0.,0.,0.,0.,0.
14.500,-5.000,0.000,2.551,-20.942,0.000,0.,0.,0.,0.,0.,0.
14.500,-4.000,0.000,2.038,-20.938,0.000,0.,0.,0.,0.,0.,0.
14.500,-3.000,0.000,1.527,-20.935,0.000,0.,0.,0.,0.,0.,0.
14.500,-2.000,0.000,1.017,-20.933,0.000,0.,0.,0.,0.,0.,0.
14.500,-1.000,0.000,0.508,-20.932,0.000,0.,0.,0.,0.,0.,0.
14.500,0.000,0.000,0.000,-20.931,0.000,0.,0.,0.,0.,0.,0.
14.500,1.000,0.000,-0.508,-20.932,0.000,0.,0.,0.,0.,0.,0.
14.500,2.000,0.000,-1.017,-20.933,0.000,0.,0.,0.,0.,0.,0.
14.500,3.000,0.000,-1.527,-20.935,0.000,0.,0.,0.,0.,0.,0.
14.500,4.000,0.000,-2.038,-20.938,0.000,0.,0.,0.,0.,0.,0.
14.500,5.000,0.000,-2.551,-20.942,0.000,0.,0.,0.,0.,0.,0.
14.500,6.000,0.000,-3.066,-20.946,0.000,0.,0.,0.,0.,0.,0.
14.500,7.000,0.000,-3.583,-20.952,0.000,0.,0.,0.,0.,0.,0.
14.500,8.000,0.000,-4.104,-20.958,0.000,0.,0.,0.,0.,0.,0.
14.500,9.000,0.000,-4.628,-20.965,0.000,0.,0.,0.,0.,0.,0.
14.500,10.000,0.000,-5.157,-20.973,0.000,0.,0.,0.,0.,0.,0.
14.500,11.000,0.000,-5.689,-20.982,0.000,0.,0.,0.,0.,0.,0.
14.500,12.000,0.000,-6.227,-20.991,0.000,0.,0.,0.,0.,0.,0.
15.500,-12.000,0.000,6.192,-20.450,0.000,0.,0.,0.,0.,0.,0.
15.500,-11.000,0.000,5.658,-20.439,0.000,0.,0.,0.,0.,0.,0.
15.500,-10.000,0.000,5.128,-20.430,0.000,0.,0.,0.,0.,0.,0.
15.500,-9.000,0.000,4.603,-20.422,0.000,0.,0.,0.,0.,0.,0.
15.500,-8.000,0.000,4.081,-20.414,0.000,0.,0.,0.,0.,0.,0.
15.500,-7.000,0.000,3.563,-20.407,0.000,0.,0.,0.,0.,0.,0.
15.500,-6.000,0.000,3.049,-20.401,0.000,0.,0.,0.,0.,0.,0.
15.500,-5.000,0.000,2.536,-20.397,0.000,0.,0.,0.,0.,0.,0.
15.500,-4.000,0.000,2.026,-20.393,0.000,0.,0.,0.,0.,0.,0.
15.500,-3.000,0.000,1.518,-20.389,0.000,0.,0.,0.,0.,0.,0.
15.500,-2.000,0.000,1.011,-20.387,0.000,0.,0.,0.,0.,0.,0.
15.500,-1.000,0.000,0.506,-20.386,0.000,0.,0.,0.,0.,0.,0.
15.500,0.000,0.000,0.000,-20.385,0.000,0.,0.,0.,0.,0.,0.
15.500,1.000,0.000,-0.506,-20.386,0.000,0.,0.,0.,0.,0.,0.
15.500,2.000,0.000,-1.011,-20.387,0.000,0.,0.,0.,0.,0.,0.
15.500,3.000,0.000,-1.518,-20.389,0.000,0.,0.,0.,0.,0.,0.
15.500,4.000,0.000,-2.026,-20.393,0.000,0.,0.,0.,0.,0.,0.
15.500,5.000,0.000,-2.536,-20.397,0.000,0.,0.,0.,0.,0.,0.
15.500,6.000,0.000,-3.049,-20.401,0.000,0.,0.,0.,0.,0.,0.
15.500,7.000,0.000,-3.563,-20.407,0.000,0.,0.,0.,0.,0.,0.
15.500,8.000,0.000,-4.081,-20.414,0.000,0.,0.,0.,0.,0.,0.
15.500,9.000,0.000,-4.603,-20.422,0.000,0.,0.,0.,0.,0.,0.
15.500,10.000,0.000,-5.128,-20.430,0.000,0.,0.,0.,0.,0.,0.
15.500,11.000,0.000,-5.658,-20.439,0.000,0.,0.,0.,0.,0.,0.
15.500,12.000,0.000,-6.192,-20.450,0.000,0.,0.,0.,0.,0.,0.
16.500,-12.000,0.000,6.156,-19.911,0.000,0.,0.,0.,0.,0.,0.
16.500,-11.000,0.000,5.624,-19.900,0.000,0.,0.,0.,0.,0.,0.
16.500,-10.000,0.000,5.097,-19.890,0.000,0.,0.,0.,0.,0.,0.
16.500,-9.000,0.000,4.575,-19.881,0.000,0.,0.,0.,0.,0.,0.
16.500,-8.000,0.000,4.057,-19.873,0.000,0.,0.,0.,0.,0.,0.
16.500,-7.000,0.000,3.542,-19.866,0.000,0.,0.,0.,0.,0.,0.
16.500,-6.000,0.000,3.030,-19.860,0.000,0.,0.,0.,0.,0.,0.
16.500,-5.000,0.000,2.521,-19.854,0.000,0.,0.,0.,0.,0.,0.
16.500,-4.000,0.000,2.014,-19.850,0.000,0.,0.,0.,0.,0.,0.
16.500,-3.000,0.000,1.509,-19.847,0.000,0.,0.,0.,0.,0.,0.
16.500,-2.000,0.000,1.005,-19.844,0.000,0.,0.,0.,0.,0.,0.
16.500,-1.000,0.000,0.502,-19.843,0.000,0.,0.,0.,0.,0.,0.
16.500,0.000,0.000,0.000,-19.842,0.000,0.,0.,0.,0.,0.,0.
16.500,1.000,0.000,-0.502,-19.843,0.000,0.,0.,0.,0.,0.,0.
16.500,2.000,0.000,-1.005,-19.844,0.000,0.,0.,0.,0.,0.,0.
16.500,3.000,0.000,-1.509,-19.847,0.000,0.,0.,0.,0.,0.,0.
16.500,4.000,0.000,-2.014,-19.850,0.000,0.,0.,0.,0.,0.,0.
16.500,5.000,0.000,-2.521,-19.854,0.000,0.,0.,0.,0.,0.,0.
16.500,6.000,0.000,-3.030,-19.860,0.000,0.,0.,0.,0.,0.,0.
16.500,7.000,0.000,-3.542,-19.866,0.000,0.,0.,0.,0.,0.,0.
16.500,8.000,0.000,-4.057,-19.873,0.000,0.,0.,0.,0.,0.,0.
16.500,9.000,0.000,-4.575,-19.881,0.000,0.,0.,0.,0.,0.,0.
16.500,10.000,0.000,-5.097,-19.890,0.000,0.,0.,0.,0.,0.,0.
16.500,11.000,0.000,-5.624,-19.900,0.000,0.,0.,0.,0.,0.,0.
16.500,12.000,0.000,-6.156,-19.911,0.000,0.,0.,0.,0.,0.,0.
17.500,-12.000,0.000,6.116,-19.375,0.000,0.,0.,0.,0.,0.,0.
17.500,-11.000,0.000,5.588,-19.364,0.000,0.,0.,0.,0.,0.,0.
17.500,-10.000,0.000,5.065,-19.353,0.000,0.,0.,0.,0.,0.,0.
17.500,-9.000,0.000,4.546,-19.344,0.000,0.,0.,0.,0.,0.,0.
17.500,-8.000,0.000,4.030,-19.335,0.000,0.,0.,0.,0.,0.,0.
17.500,-7.000,0.000,3.519,-19.327,0.000,0.,0.,0.,0.,0.,0.
17.500,-6.000,0.000,3.010,-19.321,0.000,0.,0.,0.,0.,0.,0.
17.500,-5.000,0.000,2.505,-19.315,0.000,0.,0.,0.,0.,0.,0.
17.500,-4.000,0.000,2.001,-19.311,0.000,0.,0.,0.,0.,0.,0.
17.500,-3.000,0.000,1.499,-19.307,0.000,0.,0.,0.,0.,0.,0.
17.500,-2.000,0.000,0.999,-19.305,0.000,0.,0.,0.,0.,0.,0.
17.500,-1.000,0.000,0.499,-19.303,0.000,0.,0.,0.,0.,0.,0.
17.500,0.000,0.000,0.000,-19.303,0.000,0.,0.,0.,0.,0.,0.
17.500,1.000,0.000,-0.499,-19.303,0.000,0.,0.,0.,0.,0.,0.
17.500,2.000,0.000,-0.999,-19.305,0.000,0.,0.,0.,0.,0.,0.
17.500,3.000,0.000,-1.499,-19.307,0.000,0.,0.,0.,0.,0.,0.
17.500,4.000,0.000,-2.001,-19.311,0.000,0.,0.,0.,0.,0.,0.
17.500,5.000,0.000,-2.505,-19.315,0.000,0.,0.,0.,0.,0.,0.
17.500,6.000,0.000,-3.010,-19.321,0.000,0.,0.,0.,0.,0.,0.
17.500,7.000,0.000,-3.519,-19.327,0.000,0.,0.,0.,0.,0.,0.
17.500,8.000,0.000,-4.030,-19.335,0.000,0.,0.,0.,0.,0.,0.
17.500,9.000,0.000,-4.546,-19.344,0.000,0.,0.,0.,0.,0.,0.
17.500,10.000,0.000,-5.065,-19.353,0.000,0.,0.,0.,0.,0.,0.
17.500,11.000,0.000,-5.588,-19.364,0.000,0.,0.,0.,0.,0.,0.
17.500,12.000,0.000,-6.116,-19.375,0.000,0.,0.,0.,0.,0.,0.
18.500,-12.000,0.000,6.075,-18.843,0.000,0.,0.,0.,0.,0.,0.
18.500,-11.000,0.000,5.550,-18.831,0.000,0.,0.,0.,0.,0.,0.
18.500,-10.000,0.000,5.030,-18.820,0.000,0.,0.,0.,0.,0.,0.
18.500,-9.000,0.000,4.514,-18.810,0.000,0.,0.,0.,0.,0.,0.
18.500,-8.000,0.000,4.003,-18.800,0.000,0.,0.,0.,0.,0.,0.
18.500,-7.000,0.000,3.495,-18.792,0.000,0.,0.,0.,0.,0.,0.
18.500,-6.000,0.000,2.990,-18.786,0.000,0.,0.,0.,0.,0.,0.
18.500,-5.000,0.000,2.487,-18.780,0.000,0.,0.,0.,0.,0.,0.
18.500,-4.000,0.000,1.987,-18.775,0.000,0.,0.,0.,0.,0.,0.
18.500,-3.000,0.000,1.489,-18.771,0.000,0.,0.,0.,0.,0.,0.
18.500,-2.000,0.000,0.992,-18.768,0.000,0.,0.,0.,0.,0.,0.
18.500,-1.000,0.000,0.496,-18.767,0.000,0.,0.,0.,0.,0.,0.
18.500,0.000,0.000,0.000,-18.766,0.000,0.,0.,0.,0.,0.,0.
18.500,1.000,0.000,-0.496,-18.767,0.000,0.,0.,0.,0.,0.,0.
18.500,2.000,0.000,-0.992,-18.768,0.000,0.,0.,0.,0.,0.,0.
18.500,3.000,0.000,-1.489,-18.771,0.000,0.,0.,0.,0.,0.,0.
18.500,4.000,0.000,-1.987,-18.775,0.000,0.,0.,0.,0.,0.,0.
18.500,5.000,0.000,-2.487,-18.780,0.000,0.,0.,0.,0.,0.,0.
18.500,6.000,0.000,-2.990,-18.786,0.000,0.,0.,0.,0.,0.,0.
18.500,7.000,0.000,-3.495,-18.792,0.000,0.,0.,0.,0.,0.,0.
18.500,8.000,0.000,-4.003,-18.800,0.000,0.,0.,0.,0.,0.,0.
18.500,9.000,0.000,-4.514,-18.810,0.000,0.,0.,0.,0.,0.,0.
18.500,10.000,0.000,-5.030,-18.820,0.000,0.,0.,0.,0.,0.,0.
18.500,11.000,0.000,-5.550,-18.831,0.000,0.,0.,0.,0.,0.,0.
18.500,12.000,0.000,-6.075,-18.843,0.000,0.,0.,0.,0.,0.,0.
19.500,-12.000,0.000,6.031,-18.314,0.000,0.,0.,0.,0.,0.,0.
19.500,-11.000,0.000,5.510,-18.301,0.000,0.,0.,0.,0.,0.,0.
19.500,-10.000,0.000,4.994,-18.290,0.000,0.,0.,0.,0.,0.,0.
19.500,-9.000,0.000,4.482,-18.279,0.000,0.,0.,0.,0.,0.,0.
19.500,-8.000,0.000,3.974,-18.269,0.000,0.,0.,0.,0.,0.,0.
19.500,-7.000,0.000,3.469,-18.261,0.000,0.,0.,0.,0.,0.,0.
19.500,-6.000,0.000,2.968,-18.254,0.000,0.,0.,0.,0.,0.,0.
19.500,-5.000,0.000,2.469,-18.248,0.000,0.,0.,0.,0.,0.,0.
19.500,-4.000,0.000,1.973,-18.243,0.000,0.,0.,0.,0.,0.,0.
19.500,-3.000,0.000,1.478,-18.239,0.000,0.,0.,0.,0.,0.,0.
19.500,-2.000,0.000,0.985,-18.236,0.000,0.,0.,0.,0.,0.,0.
19.500,-1.000,0.000,0.492,-18.234,0.000,0.,0.,0.,0.,0.,0.
19.500,0.000,0.000,0.000,-18.234,0.000,0.,0.,0.,0.,0.,0.
19.500,1.000,0.000,-0.492,-18.234,0.000,0.,0.,0.,0.,0.,0.
19.500,2.000,0.000,-0.985,-18.236,0.000,0.,0.,0.,0.,0.,0.
19.500,3.000,0.000,-1.478,-18.239,0.000,0.,0.,0.,0.,0.,0.
19.500,4.000,0.000,-1.973,-18.243,0.000,0.,0.,0.,0.,0.,0.
19.500,5.000,0.000,-2.469,-18.248,0.000,0.,0.,0.,0.,0.,0.
19.500,6.000,0.000,-2.968,-18.254,0.000,0.,0.,0.,0.,0.,0.
19.500,7.000,0.000,-3.469,-18.261,0.000,0.,0.,0.,0.,0.,0.
19.500,8.000,0.000,-3.974,-18.269,0.000,0.,0.,0.,0.,0.,0.
19.500,9.000,0.000,-4.482,-18.279,0.000,0.,0.,0.,0.,0.,0.
19.500,10.000,0.000,-4.994,-18.290,0.000,0.,0.,0.,0.,0.,0.
19.500,11.000,0.000,-5.510,-18.301,0.000,0.,0.,0.,0.,0.,0.
19.500,12.000,0.000,-6.031,-18.314,0.000,0.,0.,0.,0.,0.,0.
20.500,-12.000,0.000,5.985,-17.789,0.000,0.,0.,0.,0.,0.,0.
20.500,-11.000,0.000,5.468,-17.776,0.000,0.,0.,0.,0.,0.,0.
20.500,-10.000,0.000,4.955,-17.763,0.000,0.,0.,0.,0.,0.,0.
20.500,-9.000,0.000,4.447,-17.752,0.000,0.,0.,0.,0.,0.,0.
20.500,-8.000,0.000,3.943,-17.742,0.000,0.,0.,0.,0.,0.,0.
20.500,-7.000,0.000,3.442,-17.733,0.000,0.,0.,0.,0.,0.,0.
20.500,-6.000,0.000,2.945,-17.726,0.000,0.,0.,0.,0.,0.,0.
20.500,-5.000,0.000,2.450,-17.719,0.000,0.,0.,0.,0.,0.,0.
20.500,-4.000,0.000,1.957,-17.714,0.000,0.,0.,0.,0.,0.,0.
20.500,-3.000,0.000,1.466,-17.710,0.000,0.,0.,0.,0.,0.,0.
20.500,-2.000,0.000,0.977,-17.707,0.000,0.,0.,0.,0.,0.,0.
20.500,-1.000,0.000,0.488,-17.705,0.000,0.,0.,0.,0.,0.,0.
20.500,0.000,0.000,0.000,-17.704,0.000,0.,0.,0.,0.,0.,0.
20.500,1.000,0.000,-0.488,-17.705,0.000,0.,0.,0.,0.,0.,0.
20.500,2.000,0.000,-0.977,-17.707,0.000,0.,0.,0.,0.,0.,0.
20.500,3.000,0.000,-1.466,-17.710,0.000,0.,0.,0.,0.,0.,0.
20.500,4.000,0.000,-1.957,-17.714,0.000,0.,0.,0.,0.,0.,0.
20.500,5.000,0.000,-2.450,-17.719,0.000,0.,0.,0.,0.,0.,0.
20.500,6.000,0.000,-2.945,-17.726,0.000,0.,0.,0.,0.,0.,0.
20.500,7.000,0.000,-3.442,-17.733,0.000,0.,0.,0.,0.,0.,0.
20.500,8.000,0.000,-3.943,-17.742,0.000,0.,0.,0.,0.,0.,0.
20.500,9.000,0.000,-4.447,-17.752,0.000,0.,0.,0.,0.,0.,0.
20.500,10.000,0.000,-4.955,-17.763,0.000,0.,0.,0.,0.,0.,0.
20.500,11.000,0.000,-5.468,-17.776,0.000,0.,0.,0.,0.,0.,0.
20.500,12.000,0.000,-5.985,-17.789,0.000,0.,0.,0.,0.,0.,0.
21.500,-12.000,0.000,5.937,-17.268,0.000,0.,0.,0.,0.,0.,0.
21.500,-11.000,0.000,5.423,-17.254,0.000,0.,0.,0.,0.,0.,0.
21.500,-10.000,0.000,4.915,-17.241,0.000,0.,0.,0.,0.,0.,0.
21.500,-9.000,0.000,4.411,-17.229,0.000,0.,0.,0.,0.,0.,0.
21.500,-8.000,0.000,3.911,-17.219,0.000,0.,0.,0.,0.,0.,0.
21.500,-7.000,0.000,3.414,-17.210,0.000,0.,0.,0.,0.,0.,0.
21.500,-6.000,0.000,2.921,-17.202,0.000,0.,0.,0.,0.,0.,0.
21.500,-5.000,0.000,2.430,-17.195,0.000,0.,0.,0.,0.,0.,0.
21.500,-4.000,0.000,1.941,-17.189,0.000,0.,0.,0.,0.,0.,0.
21.500,-3.000,0.000,1.454,-17.185,0.000,0.,0.,0.,0.,0.,0.
21.500,-2.000,0.000,0.969,-17.182,0.000,0.,0.,0.,0.,0.,0.
21.500,-1.000,0.000,0.484,-17.180,0.000,0.,0.,0.,0.,0.,0.
21.500,0.000,0.000,0.000,-17.179,0.000,0.,0.,0.,0.,0.,0.
21.500,1.000,0.000,-0.484,-17.180,0.000,0.,0.,0.,0.,0.,0.
21.500,2.000,0.000,-0.969,-17.182,0.000,0.,0.,0.,0.,0.,0.
21.500,3.000,0.000,-1.454,-17.185,0.000,0.,0.,0.,0.,0.,0.
21.500,4.000,0.000,-1.941,-17.189,0.000,0.,0.,0.,0.,0.,0.
21.500,5.000,0.000,-2.430,-17.195,0.000,0.,0.,0.,0.,0.,0.
21.500,6.000,0.000,-2.921,-17.202,0.000,0.,0.,0.,0.,0.,0.
21.500,7.000,0.000,-3.414,-17.210,0.000,0.,0.,0.,0.,0.,0.
21.500,8.000,0.000,-3.911,-17.219,0.000,0.,0.,0.,0.,0.,0.
21.500,9.000,0.000,-4.411,-17.229,0.000,0.,0.,0.,0.,0.,0.
21.500,10.000,0.000,-4.915,-17.241,0.000,0.,0.,0.,0.,0.,0.
21.500,11.000,0.000,-5.423,-17.254,0.000,0.,0.,0.,0.,0.,0.
21.500,12.000,0.000,-5.937,-17.268,0.000,0.,0.,0.,0.,0.,0.
22.500,-12.000,0.000,5.886,-16.752,0.000,0.,0.,0.,0.,0.,0.
22.500,-11.000,0.000,5.377,-16.737,0.000,0.,0.,0.,0.,0.,0.
22.500,-10.000,0.000,4.873,-16.723,0.000,0.,0.,0.,0.,0.,0.
22.500,-9.000,0.000,4.373,-16.711,0.000,0.,0.,0.,0.,0.,0.
22.500,-8.000,0.000,3.877,-16.700,0.000,0.,0.,0.,0.,0.,0.
22.500,-7.000,0.000,3.385,-16.690,0.000,0.,0.,0.,0.,0.,0.
22.500,-6.000,0.000,2.895,-16.682,0.000,0.,0.,0.,0.,0.,0.
22.500,-5.000,0.000,2.409,-16.674,0.000,0.,0.,0.,0.,0.,0.
22.500,-4.000,0.000,1.924,-16.669,0.000,0.,0.,0.,0.,0.,0.
22.500,-3.000,0.000,1.442,-16.664,0.000,0.,0.,0.,0.,0.,0.
22.500,-2.000,0.000,0.960,-16.661,0.000,0.,0.,0.,0.,0.,0.
22.500,-1.000,0.000,0.480,-16.659,0.000,0.,0.,0.,0.,0.,0.
22.500,0.000,0.000,0.000,-16.658,0.000,0.,0.,0.,0.,0.,0.
22.500,1.000,0.000,-0.480,-16.659,0.000,0.,0.,0.,0.,0.,0.
22.500,2.000,0.000,-0.960,-16.661,0.000,0.,0.,0.,0.,0.,0.
22.500,3.000,0.000,-1.442,-16.664,0.000,0.,0.,0.,0.,0.,0.
22.500,4.000,0.000,-1.924,-16.669,0.000,0.,0.,0.,0.,0.,0.
22.500,5.000,0.000,-2.409,-16.674,0.000,0.,0.,0.,0.,0.,0.
22.500,6.000,0.000,-2.895,-16.682,0.000,0.,0.,0.,0.,0.,0.
22.500,7.000,0.000,-3.385,-16.690,0.000,0.,0.,0.,0.,0.,0.
22.500,8.000,0.000,-3.877,-16.700,0.000,0.,0.,0.,0.,0.,0.
22.500,9.000,0.000,-4.373,-16.711,0.000,0.,0.,0.,0.,0.,0.
22.500,10.000,0.000,-4.873,-16.723,0.000,0.,0.,0.,0.,0.,0.
22.500,11.000,0.000,-5.377,-16.737,0.000,0.,0.,0.,0.,0.,0.
22.500,12.000,0.000,-5.886,-16.752,0.000,0.,0.,0.,0.,0.,0.
23.500,-12.000,0.000,5.833,-16.239,0.000,0.,0.,0.,0.,0.,0.
23.500,-11.000,0.000,5.328,-16.223,0.000,0.,0.,0.,0.,0.,0.
23.500,-10.000,0.000,4.828,-16.209,0.000,0.,0.,0.,0.,0.,0.
23.500,-9.000,0.000,4.333,-16.196,0.000,0.,0.,0.,0.,0.,0.
23.500,-8.000,0.000,3.842,-16.185,0.000,0.,0.,0.,0.,0.,0.
23.500,-7.000,0.000,3.354,-16.175,0.000,0.,0.,0.,0.,0.,0.
23.500,-6.000,0.000,2.869,-16.166,0.000,0.,0.,0.,0.,0.,0.
23.500,-5.000,0.000,2.387,-16.158,0.000,0.,0.,0.,0.,0.,0.
23.500,-4.000,0.000,1.907,-16.152,0.000,0.,0.,0.,0.,0.,0.
23.500,-3.000,0.000,1.428,-16.148,0.000,0.,0.,0.,0.,0.,0.
23.500,-2.000,0.000,0.952,-16.144,0.000,0.,0.,0.,0.,0.,0.
23.500,-1.000,0.000,0.476,-16.142,0.000,0.,0.,0.,0.,0.,0.
23.500,0.000,0.000,0.000,-16.142,0.000,0.,0.,0.,0.,0.,0.
23.500,1.000,0.000,-0.476,-16.142,0.000,0.,0.,0.,0.,0.,0.
23.500,2.000,0.000,-0.952,-16.144,0.000,0.,0.,0.,0.,0.,0.
23.500,3.000,0.000,-1.428,-16.148,0.000,0.,0.,0.,0.,0.,0.
23.500,4.000,0.000,-1.907,-16.152,0.000,0.,0.,0.,0.,0.,0.
23.500,5.000,0.000,-2.387,-16.158,0.000,0.,0.,0.,0.,0.,0.
23.500,6.000,0.000,-2.869,-16.166,0.000,0.,0.,0.,0.,0.,0.
23.500,7.000,0.000,-3.354,-16.175,0.000,0.,0.,0.,0.,0.,0.
23.500,8.000,0.000,-3.842,-16.185,0.000,0.,0.,0.,0.,0.,0.
23.500,9.000,0.000,-4.333,-16.196,0.000,0.,0.,0.,0.,0.,0.
23.500,10.000,0.000,-4.828,-16.209,0.000,0.,0.,0.,0.,0.,0.
23.500,11.000,0.000,-5.328,-16.223,0.000,0.,0.,0.,0.,0.,0.
23.500,12.000,0.000,-5.833,-16.239,0.000,0.,0.,0.,0.,0.,0.
24.500,-12.000,0.000,5.778,-15.731,0.000,0.,0.,0.,0.,0.,0.
24.500,-11.000,0.000,5.278,-15.715,0.000,0.,0.,0.,0.,0.,0.
24.500,-10.000,0.000,4.782,-15.700,0.000,0.,0.,0.,0.,0.,0.
24.500,-9.000,0.000,4.292,-15.686,0.000,0.,0.,0.,0.,0.,0.
24.500,-8.000,0.000,3.805,-15.675,0.000,0.,0.,0.,0.,0.,0.
24.500,-7.000,0.000,3.321,-15.664,0.000,0.,0.,0.,0.,0.,0.
24.500,-6.000,0.000,2.841,-15.655,0.000,0.,0.,0.,0.,0.,0.
24.500,-5.000,0.000,2.364,-15.647,0.000,0.,0.,0.,0.,0.,0.
24.500,-4.000,0.000,1.888,-15.641,0.000,0.,0.,0.,0.,0.,0.
24.500,-3.000,0.000,1.415,-15.636,0.000,0.,0.,0.,0.,0.,0.
24.500,-2.000,0.000,0.942,-15.632,0.000,0.,0.,0.,0.,0.,0.
24.500,-1.000,0.000,0.471,-15.630,0.000,0.,0.,0.,0.,0.,0.
24.500,0.000,0.000,0.000,-15.629,0.000,0.,0.,0.,0.,0.,0.
24.500,1.000,0.000,-0.471,-15.630,0.000,0.,0.,0.,0.,0.,0.
24.500,2.000,0.000,-0.942,-15.632,0.000,0.,0.,0.,0.,0.,0.
24.500,3.000,0.000,-1.415,-15.636,0.000,0.,0.,0.,0.,0.,0.
24.500,4.000,0.000,-1.888,-15.641,0.000,0.,0.,0.,0.,0.,0.
24.500,5.000,0.000,-2.364,-15.647,0.000,0.,0.,0.,0.,0.,0.
24.500,6.000,0.000,-2.841,-15.655,0.000,0.,0.,0.,0.,0.,0.
24.500,7.000,0.000,-3.321,-15.664,0.000,0.,0.,0.,0.,0.,0.
24.500,8.000,0.000,-3.805,-15.675,0.000,0.,0.,0.,0.,0.,0.
24.500,9.000,0.000,-4.292,-15.686,0.000,0.,0.,0.,0.,0.,0.
24.500,10.000,0.000,-4.782,-15.700,0.000,0.,0.,0.,0.,0.,0.
24.500,11.000,0.000,-5.278,-15.715,0.000,0.,0.,0.,0.,0.,0.
24.500,12.000,0.000,-5.778,-15.731,0.000,0.,0.,0.,0.,0.,0.
