#id,x,y,z,u,v,z
494,-18.00,13.50,0.00,0.000,0.000,0.00
495,-18.00,14.50,0.00,0.000,0.000,0.00
496,-18.00,15.50,0.00,0.000,0.000,0.00
497,-18.00,16.50,0.00,0.000,0.000,0.00
498,-18.00,17.50,0.00,0.000,0.000,0.00
499,-18.00,18.50,0.00,0.000,0.000,0.00
500,-18.00,19.50,0.00,0.000,0.000,0.00
501,-18.00,20.50,0.00,0.000,0.000,0.00
502,-18.00,21.50,0.00,0.000,0.000,0.00
503,-18.00,22.50,0.00,0.000,0.000,0.00
504,-18.00,23.50,0.00,0.000,0.000,0.00
505,-18.00,24.50,0.00,0.000,0.000,0.00
506,-18.00,25.50,0.00,0.000,0.000,0.00
507,-18.00,26.50,0.00,0.000,0.000,0.00
508,-18.00,27.50,0.00,0.000,0.000,0.00
509,-18.00,28.50,0.00,0.000,0.000,0.00
510,-18.00,29.50,0.00,0.000,0.000,0.00
511,-18.00,30.50,0.00,0.000,0.000,0.00
512,-18.00,31.50,0.00,0.000,0.000,0.00
513,-18.00,32.50,0.00,0.000,0.000,0.00
514,-18.00,33.50,0.00,0.000,0.000,0.00
515,-18.00,34.50,0.00,0.000,0.000,0.00
516,-18.00,35.50,0.00,0.000,0.000,0.00
517,-18.00,36.50,0.00,0.000,0.000,0.00
518,-17.00,-36.50,0.00,0.000,0.000,0.00
519,-17.00,-35.50,0.00,0.000,0.000,0.00
520,-17.00,-34.50,0.00,0.000,0.000,0.00
521,-17.00,-33.50,0.00,0.000,0.000,0.00
522,-17.00,-32.50,0.00,0.000,0.000,0.00
523,-17.00,-31.50,0.00,0.000,0.000,0.00
524,-17.00,-30.50,0.00,0.000,0.000,0.00
525,-17.00,-29.50,0.00,0.000,0.000,0.00
526,-17.00,-28.50,0.00,0.000,0.000,0.00
527,-17.00,-27.50,0.00,0.000,0.000,0.00
528,-17.00,-26.50,0.00,0.000,0.000,0.00
529,-17.00,-25.50,0.00,0.000,0.000,0.00
530,-17.00,-24.50,0.00,0.000,0.000,0.00
531,-17.00,-23.50,0.00,0.000,0.000,0.00
532,-17.00,-22.50,0.00,0.000,0.000,0.00
533,-17.00,-21.50,0.00,0.000,0.000,0.00
534,-17.00,-20.50,0.00,0.000,0.000,0.00
535,-17.00,-19.50,0.00,0.000,0.000,0.00
536,-17.00,-18.50,0.00,0.000,0.000,0.00
537,-17.00,-17.50,0.00,0.000,0.000,0.00
538,-17.00,-16.50,0.00,0.000,0.000,0.00
539,-17.00,-15.50,0.00,0.000,0.000,0.00
540,-17.00,-14.50,0.00,0.000,0.000,0.00
541,-17.00,-13.50,0.00,0.000,0.000,0.00
542,-17.00,-12.50,0.00,0.000,0.000,0.00
543,-17.00,-11.50,0.00,0.000,0.000,0.00
544,-17.00,-10.50,0.00,0.000,0.000,0.00
545,-17.00,-9.50,0.00,0.000,0.000,0.00
546,-17.00,-8.50,0.00,0.000,0.000,0.00
547,-17.00,-7.50,0.00,0.000,0.000,0.00
548,-17.00,-6.50,0.00,0.000,0.000,0.00
549,-17.00,-5.50,0.00,0.000,0.000,0.00
550,-17.00,-4.50,0.00,0.000,0.000,0.00
551,-17.00,-3.50,0.00,0.000,0.000,0.00
552,-17.00,-2.50,0.00,0.000,0.000,0.00
553,-17.00,-1.50,0.00,0.000,0.000,0.00
554,-17.00,-0.50,0.00,0.000,0.000,0.00
555,-17.00,0.50,0.00,0.000,0.000,0.00
556,-17.00,1.50,0.00,0.000,0.000,0.00
557,-17.00,2.50,0.00,0.000,0.000,0.00
558,-17.00,3.50,0.00,0.000,0.000,0.00
559,-17.00,4.50,0.00,0.000,0.000,0.00
560,-17.00,5.50,0.00,0.000,0.000,0.00
561,-17.00,6.50,0.00,0.000,0.000,0.00
562,-17.00,7.50,0.00,0.000,0.000,0.00
563,-17.00,8.50,0.00,0.000,0.000,0.00
564,-17.00,9.50,0.00,0.000,0.000,0.00
565,-17.00,10.50,0.00,0.000,0.000,0.00
566,-17.00,11.50,0.00,0.000,0.000,0.00
567,-17.00,12.50,0.00,0.000,0.000,0.00
568,-17.00,13.50,0.00,0.000,0.000,0.00
569,-17.00,14.50,0.00,0.000,0.000,0.00
570,-17.00,15.50,0.00,0.000,0.000,0.00
571,-17.00,16.50,0.00,0.000,0.000,0.00
572,-17.00,17.50,0.00,0.000,0.000,0.00
573,-17.00,18.50,0.00,0.000,0.000,0.00
574,-17.00,19.50,0.00,0.000,0.000,0.00
575,-17.00,20.50,0.00,0.000,0.000,0.00
576,-17.00,21.50,0.00,0.000,0.000,0.00
577,-17.00,22.50,0.00,0.000,0.000,0.00
578,-17.00,23.50,0.00,0.000,0.000,0.00
579,-17.00,24.50,0.00,0.000,0.000,0.00
580,-17.00,25.50,0.00,0.000,0.000,0.00
581,-17.00,26.50,0.00,0.000,0.000,0.00
582,-17.00,27.50,0.00,0.000,0.000,0.00
583,-17.00,28.50,0.00,0.000,0.000,0.00
584,-17.00,29.50,0.00,0.000,0.000,0.00
585,-17.00,30.50,0.00,0.000,0.000,0.00
586,-17.00,31.50,0.00,0.000,0.000,0.00
587,-17.00,32.50,0.00,0.000,0.000,0.00
588,-17.00,33.50,0.00,0.000,0.000,0.00
589,-17.00,34.50,0.00,0.000,0.000,0.00
590,-17.00,35.50,0.00,0.000,0.000,0.00
591,-17.00,36.50,0.00,0.000,0.000,0.00
592,-16.00,-36.50,0.00,0.000,0.000,0.00
593,-16.00,-35.50,0.00,0.000,0.000,0.00
594,-16.00,-34.50,0.00,0.000,0.000,0.00
595,-16.00,-33.50,0.00,0.000,0.000,0.00
596,-16.00,-32.50,0.00,0.000,0.000,0.00
597,-16.00,-31.50,0.00,0.000,0.000,0.00
598,-16.00,-30.50,0.00,0.000,0.000,0.00
599,-16.00,-29.50,0.00,0.000,0.000,0.00
600,-16.00,-28.50,0.00,0.000,0.000,0.00
601,-16.00,-27.50,0.00,0.000,0.000,0.00
602,-16.00,-26.50,0.00,0.000,0.000,0.00
603,-16.00,-25.50,0.00,0.000,0.000,0.00
604,-16.00,-24.50,0.00,0.000,0.000,0.00
605,-16.00,-23.50,0.00,0.000,0.000,0.00
606,-16.00,-22.50,0.00,0.000,0.000,0.00
607,-16.00,-21.50,0.00,0.000,0.000,0.00
608,-16.00,-20.50,0.00,0.000,0.000,0.00
609,-16.00,-19.50,0.00,0.000,0.000,0.00
610,-16.00,-18.50,0.00,0.000,0.000,0.00
611,-16.00,-17.50,0.00,0.000,0.000,0.00
612,-16.00,-16.50,0.00,0.000,0.000,0.00
613,-16.00,-15.50,0.00,0.000,0.000,0.00
614,-16.00,-14.50,0.00,0.000,0.000,0.00
615,-16.00,-13.50,0.00,0.000,0.000,0.00
616,-16.00,-12.50,0.00,0.000,0.000,0.00
617,-16.00,-11.50,0.00,0.000,0.000,0.00
618,-16.00,-10.50,0.00,0.000,0.000,0.00
619,-16.00,-9.50,0.00,0.000,0.000,0.00
620,-16.00,-8.50,0.00,0.000,0.000,0.00
621,-16.00,-7.50,0.00,0.000,0.000,0.00
622,-16.00,-6.50,0.00,0.000,0.000,0.00
623,-16.00,-5.50,0.00,0.000,0.000,0.00
624,-16.00,-4.50,0.00,0.000,0.000,0.00
625,-16.00,-3.50,0.00,0.000,0.000,0.00
626,-16.00,-2.50,0.00,0.000,0.000,0.00
627,-16.00,-1.50,0.00,0.000,0.000,0.00
628,-16.00,-0.50,0.00,0.000,0.000,0.00
629,-16.00,0.50,0.00,0.000,0.000,0.00
630,-16.00,1.50,0.00,0.000,0.000,0.00
631,-16.00,2.50,0.00,0.000,0.000,0.00
632,-16.00,3.50,0.00,0.000,0.000,0.00
633,-16.00,4.50,0.00,0.000,0.000,0.00
634,-16.00,5.50,0.00,0.000,0.000,0.00
635,-16.00,6.50,0.00,0.000,0.000,0.00
636,-16.00,7.50,0.00,0.000,0.000,0.00
637,-16.00,8.50,0.00,0.000,0.000,0.00
638,-16.00,9.50,0.00,0.000,0.000,0.00
639,-16.00,10.50,0.00,0.000,0.000,0.00
640,-16.00,11.50,0.00,0.000,0.000,0.00
641,-16.00,12.50,0.00,0.000,0.000,0.00
642,-16.00,13.50,0.00,0.000,0.000,0.00
643,-16.00,14.50,0.00,0.000,0.000,0.00
644,-16.00,15.50,0.00,0.000,0.000,0.00
645,-16.00,16.50,0.00,0.000,0.000,0.00
646,-16.00,17.50,0.00,0.000,0.000,0.00
647,-16.00,18.50,0.00,0.000,0.000,0.00
648,-16.00,19.50,0.00,0.000,0.000,0.00
649,-16.00,20.50,0.00,0.000,0.000,0.00
650,-16.00,21.50,0.00,0.000,0.000,0.00
651,-16.00,22.50,0.00,0.000,0.000,0.00
652,-16.00,23.50,0.00,0.000,0.000,0.00
653,-16.00,24.50,0.00,0.000,0.000,0.00
654,-16.00,25.50,0.00,0.000,0.000,0.00
655,-16.00,26.50,0.00,0.000,0.000,0.00
656,-16.00,27.50,0.00,0.000,0.000,0.00
657,-16.00,28.50,0.00,0.000,0.000,0.00
658,-16.00,29.50,0.00,0.000,0.000,0.00
659,-16.00,30.50,0.00,0.000,0.000,0.00
660,-16.00,31.50,0.00,0.000,0.000,0.00
661,-16.00,32.50,0.00,0.000,0.000,0.00
662,-16.00,33.50,0.00,0.000,0.000,0.00
663,-16.00,34.50,0.00,0.000,0.000,0.00
664,-16.00,35.50,0.00,0.000,0.000,0.00
665,-16.00,36.50,0.00,0.000,0.000,0.00
666,-15.00,-36.50,0.00,0.000,0.000,0.00
667,-15.00,-35.50,0.00,0.000,0.000,0.00
668,-15.00,-34.50,0.00,0.000,0.000,0.00
669,-15.00,-33.50,0.00,0.000,0.000,0.00
670,-15.00,-32.50,0.00,0.000,0.000,0.00
671,-15.00,-31.50,0.00,0.000,0.000,0.00
672,-15.00,-30.50,0.00,0.000,0.000,0.00
673,-15.00,-29.50,0.00,0.000,0.000,0.00
674,-15.00,-28.50,0.00,0.000,0.000,0.00
675,-15.00,-27.50,0.00,0.000,0.000,0.00
676,-15.00,-26.50,0.00,0.000,0.000,0.00
677,-15.00,-25.50,0.00,0.000,0.000,0.00
678,-15.00,-24.50,0.00,0.000,0.000,0.00
679,-15.00,-23.50,0.00,0.000,0.000,0.00
680,-15.00,-22.50,0.00,0.000,0.000,0.00
681,-15.00,-21.50,0.00,0.000,0.000,0.00
682,-15.00,-20.50,0.00,0.000,0.000,0.00
683,-15.00,-19.50,0.00,0.000,0.000,0.00
684,-15.00,-18.50,0.00,0.000,0.000,0.00
685,-15.00,-17.50,0.00,0.000,0.000,0.00
686,-15.00,-16.50,0.00,0.000,0.000,0.00
687,-15.00,-15.50,0.00,0.000,0.000,0.00
688,-15.00,-14.50,0.00,0.000,0.000,0.00
689,-15.00,-13.50,0.00,0.000,0.000,0.00
690,-15.00,-12.50,0.00,0.000,0.000,0.00
691,-15.00,-11.50,0.00,0.000,0.000,0.00
692,-15.00,-10.50,0.00,0.000,0.000,0.00
693,-15.00,-9.50,0.00,0.000,0.000,0.00
694,-15.00,-8.50,0.00,0.000,0.000,0.00
695,-15.00,-7.50,0.00,0.000,0.000,0.00
696,-15.00,-6.50,0.00,0.000,0.000,0.00
697,-15.00,-5.50,0.00,0.000,0.000,0.00
698,-15.00,-4.50,0.00,0.000,0.000,0.00
699,-15.00,-3.50,0.00,0.000,0.000,0.00
700,-15.00,-2.50,0.00,0.000,0.000,0.00
701,-15.00,-1.50,0.00,0.000,0.000,0.00
702,-15.00,-0.50,0.00,0.000,0.000,0.00
703,-15.00,0.50,0.00,0.000,0.000,0.00
704,-15.00,1.50,0.00,0.000,0.000,0.00
705,-15.00,2.50,0.00,0.000,0.000,0.00
706,-15.00,3.50,0.00,0.000,0.000,0.00
707,-15.00,4.50,0.00,0.000,0.000,0.00
708,-15.00,5.50,0.00,0.000,0.000,0.00
709,-15.00,6.50,0.00,0.000,0.000,0.00
710,-15.00,7.50,0.00,0.000,0.000,0.00
711,-15.00,8.50,0.00,0.000,0.000,0.00
712,-15.00,9.50,0.00,0.000,0.000,0.00
713,-15.00,10.50,0.00,0.000,0.000,0.00
714,-15.00,11.50,0.00,0.000,0.000,0.00
715,-15.00,12.50,0.00,0.000,0.000,0.00
716,-15.00,13.50,0.00,0.000,0.000,0.00
717,-15.00,14.50,0.00,0.000,0.000,0.00
718,-15.00,15.50,0.00,0.000,0.000,0.00
719,-15.00,16.50,0.00,0.000,0.000,0.00
720,-15.00,17.50,0.00,0.000,0.000,0.00
721,-15.00,18.50,0.00,0.000,0.000,0.00
722,-15.00,19.50,0.00,0.000,0.000,0.00
723,-15.00,20.50,0.00,0.000,0.000,0.00
724,-15.00,21.50,0.00,0.000,0.000,0.00
725,-15.00,22.50,0.00,0.000,0.000,0.00
726,-15.00,23.50,0.00,0.000,0.000,0.00
727,-15.00,24.50,0.00,0.000,0.000,0.00
728,-15.00,25.50,0.00,0.000,0.000,0.00
729,-15.00,26.50,0.00,0.000,0.000,0.00
730,-15.00,27.50,0.00,0.000,0.000,0.00
731,-15.00,28.50,0.00,0.000,0.000,0.00
732,-15.00,29.50,0.00,0.000,0.000,0.00
733,-15.00,30.50,0.00,0.000,0.000,0.00
734,-15.00,31.50,0.00,0.000,0.000,0.00
735,-15.00,32.50,0.00,0.000,0.000,0.00
736,-15.00,33.50,0.00,0.000,0.000,0.00
737,-15.00,34.50,0.00,0.000,0.000,0.00
738,-15.00,35.50,0.00,0.000,0.000,0.00
739,-15.00,36.50,0.00,0.000,0.000,0.00
740,-14.00,-36.50,0.00,0.000,0.000,0.00
741,-14.00,-35.50,0.00,0.000,0.000,0.00
742,-14.00,-34.50,0.00,0.000,0.000,0.00
743,-14.00,-33.50,0.00,0.000,0.000,0.00
744,-14.00,-32.50,0.00,0.000,0.000,0.00
745,-14.00,-31.50,0.00,0.000,0.000,0.00
746,-14.00,-30.50,0.00,0.000,0.000,0.00
747,-14.00,-29.50,0.00,0.000,0.000,0.00
748,-14.00,-28.50,0.00,0.000,0.000,0.00
749,-14.00,-27.50,0.00,0.000,0.000,0.00
750,-14.00,-26.50,0.00,0.000,0.000,0.00
751,-14.00,-25.50,0.00,0.000,0.000,0.00
752,-14.00,-24.50,0.00,0.000,0.000,0.00
753,-14.00,-23.50,0.00,0.000,0.000,0.00
754,-14.00,-22.50,0.00,0.000,0.000,0.00
755,-14.00,-21.50,0.00,0.000,0.000,0.00
756,-14.00,-20.50,0.00,0.000,0.000,0.00
757,-14.00,-19.50,0.00,0.000,0.000,0.00
758,-14.00,-18.50,0.00,0.000,0.000,0.00
759,-14.00,-17.50,0.00,0.000,0.000,0.00
760,-14.00,-16.50,0.00,0.000,0.000,0.00
761,-14.00,-15.50,0.00,0.000,0.000,0.00
762,-14.00,-14.50,0.00,0.000,0.000,0.00
763,-14.00,-13.50,0.00,0.000,0.000,0.00
764,-14.00,-12.50,0.00,0.000,0.000,0.00
765,-14.00,-11.50,0.00,0.000,0.000,0.00
766,-14.00,-10.50,0.00,0.000,0.000,0.00
767,-14.00,-9.50,0.00,0.000,0.000,0.00
768,-14.00,-8.50,0.00,0.000,0.000,0.00
769,-14.00,-7.50,0.00,0.000,0.000,0.00
770,-14.00,-6.50,0.00,0.000,0.000,0.00
771,-14.00,-5.50,0.00,0.000,0.000,0.00
772,-14.00,-4.50,0.00,0.000,0.000,0.00
773,-14.00,-3.50,0.00,0.000,0.000,0.00
774,-14.00,-2.50,0.00,0.000,0.000,0.00
775,-14.00,-1.50,0.00,0.000,0.000,0.00
776,-14.00,-0.50,0.00,0.000,0.000,0.00
777,-14.00,0.50,0.00,0.000,0.000,0.00
778,-14.00,1.50,0.00,0.000,0.000,0.00
779,-14.00,2.50,0.00,0.000,0.000,0.00
780,-14.00,3.50,0.00,0.000,0.000,0.00
781,-14.00,4.50,0.00,0.000,0.000,0.00
782,-14.00,5.50,0.00,0.000,0.000,0.00
783,-14.00,6.50,0.00,0.000,0.000,0.00
784,-14.00,7.50,0.00,0.000,0.000,0.00
785,-14.00,8.50,0.00,0.000,0.000,0.00
786,-14.00,9.50,0.00,0.000,0.000,0.00
787,-14.00,10.50,0.00,0.000,0.000,0.00
788,-14.00,11.50,0.00,0.000,0.000,0.00
789,-14.00,12.50,0.00,0.000,0.000,0.00
790,-14.00,13.50,0.00,0.000,0.000,0.00
791,-14.00,14.50,0.00,0.000,0.000,0.00
792,-14.00,15.50,0.00,0.000,0.000,0.00
793,-14.00,16.50,0.00,0.000,0.000,0.00
794,-14.00,17.50,0.00,0.000,0.000,0.00
795,-14.00,18.50,0.00,0.000,0.000,0.00
796,-14.00,19.50,0.00,0.000,0.000,0.00
797,-14.00,20.50,0.00,0.000,0.000,0.00
798,-14.00,21.50,0.00,0.000,0.000,0.00
799,-14.00,22.50,0.00,0.000,0.000,0.00
800,-14.00,23.50,0.00,0.000,0.000,0.00
801,-14.00,24.50,0.00,0.000,0.000,0.00
802,-14.00,25.50,0.00,0.000,0.000,0.00
803,-14.00,26.50,0.00,0.000,0.000,0.00
804,-14.00,27.50,0.00,0.000,0.000,0.00
805,-14.00,28.50,0.00,0.000,0.000,0.00
806,-14.00,29.50,0.00,0.000,0.000,0.00
807,-14.00,30.50,0.00,0.000,0.000,0.00
808,-14.00,31.50,0.00,0.000,0.000,0.00
809,-14.00,32.50,0.00,0.000,0.000,0.00
810,-14.00,33.50,0.00,0.000,0.000,0.00
811,-14.00,34.50,0.00,0.000,0.000,0.00
812,-14.00,35.50,0.00,0.000,0.000,0.00
813,-14.00,36.50,0.00,0.000,0.000,0.00
814,-13.00,-36.50,0.00,0.000,0.000,0.00
815,-13.00,-35.50,0.00,0.000,0.000,0.00
816,-13.00,-34.50,0.00,0.000,0.000,0.00
817,-13.00,-33.50,0.00,0.000,0.000,0.00
818,-13.00,-32.50,0.00,0.000,0.000,0.00
819,-13.00,-31.50,0.00,0.000,0.000,0.00
820,-13.00,-30.50,0.00,0.000,0.000,0.00
821,-13.00,-29.50,0.00,0.000,0.000,0.00
822,-13.00,-28.50,0.00,0.000,0.000,0.00
823,-13.00,-27.50,0.00,0.000,0.000,0.00
824,-13.00,-26.50,0.00,0.000,0.000,0.00
825,-13.00,-25.50,0.00,0.000,0.000,0.00
826,-13.00,-24.50,0.00,0.000,0.000,0.00
827,-13.00,-23.50,0.00,0.000,0.000,0.00
828,-13.00,-22.50,0.00,0.000,0.000,0.00
829,-13.00,-21.50,0.00,0.000,0.000,0.00
830,-13.00,-20.50,0.00,0.000,0.000,0.00
831,-13.00,-19.50,0.00,0.000,0.000,0.00
832,-13.00,-18.50,0.00,0.000,0.000,0.00
833,-13.00,-17.50,0.00,0.000,0.000,0.00
834,-13.00,-16.50,0.00,0.000,0.000,0.00
835,-13.00,-15.50,0.00,0.000,0.000,0.00
836,-13.00,-14.50,0.00,0.000,0.000,0.00
837,-13.00,-13.50,0.00,0.000,0.000,0.00
838,-13.00,-12.50,0.00,0.000,0.000,0.00
839,-13.00,-11.50,0.00,0.000,0.000,0.00
840,-13.00,-10.50,0.00,0.000,0.000,0.00
841,-13.00,-9.50,0.00,0.000,0.000,0.00
842,-13.00,-8.50,0.00,0.000,0.000,0.00
843,-13.00,-7.50,0.00,0.000,0.000,0.00
844,-13.00,-6.50,0.00,0.000,0.000,0.00
845,-13.00,-5.50,0.00,0.000,0.000,0.00
846,-13.00,-4.50,0.00,0.000,0.000,0.00
847,-13.00,-3.50,0.00,0.000,0.000,0.00
848,-13.00,-2.50,0.00,0.000,0.000,0.00
849,-13.00,-1.50,0.00,0.000,0.000,0.00
850,-13.00,-0.50,0.00,0.000,0.000,0.00
851,-13.00,0.50,0.00,0.000,0.000,0.00
852,-13.00,1.50,0.00,0.000,0.000,0.00
853,-13.00,2.50,0.00,0.000,0.000,0.00
854,-13.00,3.50,0.00,0.000,0.000,0.00
855,-13.00,4.50,0.00,0.000,0.000,0.00
856,-13.00,5.50,0.00,0.000,0.000,0.00
857,-13.00,6.50,0.00,0.000,0.000,0.00
858,-13.00,7.50,0.00,0.000,0.000,0.00
859,-13.00,8.50,0.00,0.000,0.000,0.00
860,-13.00,9.50,0.00,0.000,0.000,0.00
861,-13.00,10.50,0.00,0.000,0.000,0.00
862,-13.00,11.50,0.00,0.000,0.000,0.00
863,-13.00,12.50,0.00,0.000,0.000,0.00
864,-13.00,13.50,0.00,0.000,0.000,0.00
865,-13.00,14.50,0.00,0.000,0.000,0.00
866,-13.00,15.50,0.00,0.000,0.000,0.00
867,-13.00,16.50,0.00,0.000,0.000,0.00
868,-13.00,17.50,0.00,0.000,0.000,0.00
869,-13.00,18.50,0.00,0.000,0.000,0.00
870,-13.00,19.50,0.00,0.000,0.000,0.00
871,-13.00,20.50,0.00,0.000,0.000,0.00
872,-13.00,21.50,0.00,0.000,0.000,0.00
873,-13.00,22.50,0.00,0.000,0.000,0.00
874,-13.00,23.50,0.00,0.000,0.000,0.00
875,-13.00,24.50,0.00,0.000,0.000,0.00
876,-13.00,25.50,0.00,0.000,0.000,0.00
877,-13.00,26.50,0.00,0.000,0.000,0.00
878,-13.00,27.50,0.00,0.000,0.000,0.00
879,-13.00,28.50,0.00,0.000,0.000,0.00
880,-13.00,29.50,0.00,0.000,0.000,0.00
881,-13.00,30.50,0.00,0.000,0.000,0.00
882,-13.00,31.50,0.00,0.000,0.000,0.00
883,-13.00,32.50,0.00,0.000,0.000,0.00
884,-13.00,33.50,0.00,0.000,0.000,0.00
885,-13.00,34.50,0.00,0.000,0.000,0.00
886,-13.00,35.50,0.00,0.000,0.000,0.00
887,-13.00,36.50,0.00,0.000,0.000,0.00
888,-12.00,-36.50,0.00,0.000,-1.000,0.00
889,-12.00,-35.50,0.00,0.000,-0.998,0.00
890,-12.00,-34.50,0.00,0.000,-0.994,0.00
891,-12.00,-33.50,0.00,0.000,-0.989,0.00
892,-12.00,-32.50,0.00,0.000,-0.982,0.00
893,-12.00,-31.50,0.00,0.000,-0.973,0.00
894,-12.00,-30.50,0.00,0.000,-0.962,0.00
895,-12.00,-29.50,0.00,0.000,-0.950,0.00
896,-12.00,-28.50,0.00,0.000,-0.936,0.00
897,-12.00,-27.50,0.00,0.000,-0.920,0.00
898,-12.00,-26.50,0.00,0.000,-0.902,0.00
899,-12.00,-25.50,0.00,0.000,-0.883,0.00
900,-12.00,-24.50,0.00,0.000,-0.862,0.00
901,-12.00,-23.50,0.00,0.000,-0.840,0.00
902,-12.00,-22.50,0.00,0.000,-0.816,0.00
903,-12.00,-21.50,0.00,0.000,-0.791,0.00
904,-12.00,-20.50,0.00,0.000,-0.765,0.00
905,-12.00,-19.50,0.00,0.000,-0.736,0.00
906,-12.00,-18.50,0.00,0.000,-0.707,0.00
907,-12.00,-17.50,0.00,0.000,-0.676,0.00
908,-12.00,-16.50,0.00,0.000,-0.645,0.00
909,-12.00,-15.50,0.00,0.000,-0.612,0.00
910,-12.00,-14.50,0.00,0.000,-0.577,0.00
911,-12.00,-13.50,0.00,0.000,-0.542,0.00
912,-12.00,-12.50,0.00,0.000,-0.506,0.00
913,-12.00,-11.50,0.00,0.000,-0.469,0.00
914,-12.00,-10.50,0.00,0.000,-0.431,0.00
915,-12.00,-9.50,0.00,0.000,-0.392,0.00
916,-12.00,-8.50,0.00,0.000,-0.353,0.00
917,-12.00,-7.50,0.00,0.000,-0.313,0.00
918,-12.00,-6.50,0.00,0.000,-0.272,0.00
919,-12.00,-5.50,0.00,0.000,-0.231,0.00
920,-12.00,-4.50,0.00,0.000,-0.190,0.00
921,-12.00,-3.50,0.00,0.000,-0.148,0.00
922,-12.00,-2.50,0.00,0.000,-0.106,0.00
923,-12.00,-1.50,0.00,0.000,-0.064,0.00
924,-12.00,-0.50,0.00,0.000,-0.021,0.00
925,-12.00,0.50,0.00,0.000,0.021,0.00
926,-12.00,1.50,0.00,0.000,0.064,0.00
927,-12.00,2.50,0.00,0.000,0.106,0.00
928,-12.00,3.50,0.00,0.000,0.148,0.00
929,-12.00,4.50,0.00,0.000,0.190,0.00
930,-12.00,5.50,0.00,0.000,0.231,0.00
931,-12.00,6.50,0.00,0.000,0.272,0.00
932,-12.00,7.50,0.00,0.000,0.313,0.00
933,-12.00,8.50,0.00,0.000,0.353,0.00
934,-12.00,9.50,0.00,0.000,0.392,0.00
935,-12.00,10.50,0.00,0.000,0.431,0.00
936,-12.00,11.50,0.00,0.000,0.469,0.00
937,-12.00,12.50,0.00,0.000,0.506,0.00
938,-12.00,13.50,0.00,0.000,0.542,0.00
939,-12.00,14.50,0.00,0.000,0.577,0.00
940,-12.00,15.50,0.00,0.000,0.612,0.00
941,-12.00,16.50,0.00,0.000,0.645,0.00
942,-12.00,17.50,0.00,0.000,0.676,0.00
943,-12.00,18.50,0.00,0.000,0.707,0.00
944,-12.00,19.50,0.00,0.000,0.736,0.00
945,-12.00,20.50,0.00,0.000,0.765,0.00
946,-12.00,21.50,0.00,0.000,0.791,0.00
947,-12.00,22.50,0.00,0.000,0.816,0.00
948,-12.00,23.50,0.00,0.000,0.840,0.00
949,-12.00,24.50,0.00,0.000,0.862,0.00
950,-12.00,25.50,0.00,0.000,0.883,0.00
951,-12.00,26.50,0.00,0.000,0.902,0.00
952,-12.00,27.50,0.00,0.000,0.920,0.00
953,-12.00,28.50,0.00,0.000,0.936,0.00
954,-12.00,29.50,0.00,0.000,0.950,0.00
955,-12.00,30.50,0.00,0.000,0.962,0.00
956,-12.00,31.50,0.00,0.000,0.973,0.00
957,-12.00,32.50,0.00,0.000,0.982,0.00
958,-12.00,33.50,0.00,0.000,0.989,0.00
959,-12.00,34.50,0.00,0.000,0.994,0.00
960,-12.00,35.50,0.00,0.000,0.998,0.00
961,-12.00,36.50,0.00,0.000,1.000,0.00
962,-11.00,-36.50,0.00,0.000,-1.000,0.00
963,-11.00,-35.50,0.00,0.000,-0.998,0.00
964,-11.00,-34.50,0.00,0.000,-0.994,0.00
965,-11.00,-33.50,0.00,0.000,-0.989,0.00
966,-11.00,-32.50,0.00,0.000,-0.982,0.00
967,-11.00,-31.50,0.00,0.000,-0.973,0.00
968,-11.00,-30.50,0.00,0.000,-0.962,0.00
969,-11.00,-29.50,0.00,0.000,-0.950,0.00
970,-11.00,-28.50,0.00,0.000,-0.936,0.00
971,-11.00,-27.50,0.00,0.000,-0.920,0.00
972,-11.00,-26.50,0.00,0.000,-0.902,0.00
973,-11.00,-25.50,0.00,0.000,-0.883,0.00
974,-11.00,-24.50,0.00,0.000,-0.862,0.00
975,-11.00,-23.50,0.00,0.000,-0.840,0.00
976,-11.00,-22.50,0.00,0.000,-0.816,0.00
977,-11.00,-21.50,0.00,0.000,-0.791,0.00
978,-11.00,-20.50,0.00,0.000,-0.765,0.00
979,-11.00,-19.50,0.00,0.000,-0.736,0.00
980,-11.00,-18.50,0.00,0.000,-0.707,0.00
981,-11.00,-17.50,0.00,0.000,-0.676,0.00
982,-11.00,-16.50,0.00,0.000,-0.645,0.00
983,-11.00,-15.50,0.00,0.000,-0.612,0.00
984,-11.00,-14.50,0.00,0.000,-0.577,0.00
985,-11.00,-13.50,0.00,0.000,-0.542,0.00
986,-11.00,-12.50,0.00,0.000,-0.506,0.00
987,-11.00,-11.50,0.00,0.000,-0.469,0.00
988,-11.00,-10.50,0.00,0.000,-0.431,0.00
989,-11.00,-9.50,0.00,0.000,-0.392,0.00
990,-11.00,-8.50,0.00,0.000,-0.353,0.00
991,-11.00,-7.50,0.00,0.000,-0.313,0.00
992,-11.00,-6.50,0.00,0.000,-0.272,0.00
993,-11.00,-5.50,0.00,0.000,-0.231,0.00
994,-11.00,-4.50,0.00,0.000,-0.190,0.00
995,-11.00,-3.50,0.00,0.000,-0.148,0.00
996,-11.00,-2.50,0.00,0.000,-0.106,0.00
997,-11.00,-1.50,0.00,0.000,-0.064,0.00
998,-11.00,-0.50,0.00,0.000,-0.021,0.00
