#id,x,y,z,u,v,z
999,-11.00,0.50,0.00,0.000,0.021,0.00
1000,-11.00,1.50,0.00,0.000,0.064,0.00
1001,-11.00,2.50,0.00,0.000,0.106,0.00
1002,-11.00,3.50,0.00,0.000,0.148,0.00
1003,-11.00,4.50,0.00,0.000,0.190,0.00
1004,-11.00,5.50,0.00,0.000,0.231,0.00
1005,-11.00,6.50,0.00,0.000,0.272,0.00
1006,-11.00,7.50,0.00,0.000,0.313,0.00
1007,-11.00,8.50,0.00,0.000,0.353,0.00
1008,-11.00,9.50,0.00,0.000,0.392,0.00
1009,-11.00,10.50,0.00,0.000,0.431,0.00
1010,-11.00,11.50,0.00,0.000,0.469,0.00
1011,-11.00,12.50,0.00,0.000,0.506,0.00
1012,-11.00,13.50,0.00,0.000,0.542,0.00
1013,-11.00,14.50,0.00,0.000,0.577,0.00
1014,-11.00,15.50,0.00,0.000,0.612,0.00
1015,-11.00,16.50,0.00,0.000,0.645,0.00
1016,-11.00,17.50,0.00,0.000,0.676,0.00
1017,-11.00,18.50,0.00,0.000,0.707,0.00
1018,-11.00,19.50,0.00,0.000,0.736,0.00
1019,-11.00,20.50,0.00,0.000,0.765,0.00
1020,-11.00,21.50,0.00,0.000,0.791,0.00
1021,-11.00,22.50,0.00,0.000,0.816,0.00
1022,-11.00,23.50,0.00,0.000,0.840,0.00
1023,-11.00,24.50,0.00,0.000,0.862,0.00
1024,-11.00,25.50,0.00,0.000,0.883,0.00
1025,-11.00,26.50,0.00,0.000,0.902,0.00
1026,-11.00,27.50,0.00,0.000,0.920,0.00
1027,-11.00,28.50,0.00,0.000,0.936,0.00
1028,-11.00,29.50,0.00,0.000,0.950,0.00
1029,-11.00,30.50,0.00,0.000,0.962,0.00
1030,-11.00,31.50,0.00,0.000,0.973,0.00
1031,-11.00,32.50,0.00,0.000,0.982,0.00
1032,-11.00,33.50,0.00,0.000,0.989,0.00
1033,-11.00,34.50,0.00,0.000,0.994,0.00
1034,-11.00,35.50,0.00,0.000,0.998,0.00
1035,-11.00,36.50,0.00,0.000,1.000,0.00
1036,-10.00,-36.50,0.00,0.000,-1.000,0.00
1037,-10.00,-35.50,0.00,0.000,-0.998,0.00
1038,-10.00,-34.50,0.00,0.000,-0.994,0.00
1039,-10.00,-33.50,0.00,0.000,-0.989,0.00
1040,-10.00,-32.50,0.00,0.000,-0.982,0.00
1041,-10.00,-31.50,0.00,0.000,-0.973,0.00
1042,-10.00,-30.50,0.00,0.000,-0.962,0.00
1043,-10.00,-29.50,0.00,0.000,-0.950,0.00
1044,-10.00,-28.50,0.00,0.000,-0.936,0.00
1045,-10.00,-27.50,0.00,0.000,-0.920,0.00
1046,-10.00,-26.50,0.00,0.000,-0.902,0.00
1047,-10.00,-25.50,0.00,0.000,-0.883,0.00
1048,-10.00,-24.50,0.00,0.000,-0.862,0.00
1049,-10.00,-23.50,0.00,0.000,-0.840,0.00
1050,-10.00,-22.50,0.00,0.000,-0.816,0.00
1051,-10.00,-21.50,0.00,0.000,-0.791,0.00
1052,-10.00,-20.50,0.00,0.000,-0.765,0.00
1053,-10.00,-19.50,0.00,0.000,-0.736,0.00
1054,-10.00,-18.50,0.00,0.000,-0.707,0.00
1055,-10.00,-17.50,0.00,0.000,-0.676,0.00
1056,-10.00,-16.50,0.00,0.000,-0.645,0.00
1057,-10.00,-15.50,0.00,0.000,-0.612,0.00
1058,-10.00,-14.50,0.00,0.000,-0.577,0.00
1059,-10.00,-13.50,0.00,0.000,-0.542,0.00
1060,-10.00,-12.50,0.00,0.000,-0.506,0.00
1061,-10.00,-11.50,0.00,0.000,-0.469,0.00
1062,-10.00,-10.50,0.00,0.000,-0.431,0.00
1063,-10.00,-9.50,0.00,0.000,-0.392,0.00
1064,-10.00,-8.50,0.00,0.000,-0.353,0.00
1065,-10.00,-7.50,0.00,0.000,-0.313,0.00
1066,-10.00,-6.50,0.00,0.000,-0.272,0.00
1067,-10.00,-5.50,0.00,0.000,-0.231,0.00
1068,-10.00,-4.50,0.00,0.000,-0.190,0.00
1069,-10.00,-3.50,0.00,0.000,-0.148,0.00
1070,-10.00,-2.50,0.00,0.000,-0.106,0.00
1071,-10.00,-1.50,0.00,0.000,-0.064,0.00
1072,-10.00,-0.50,0.00,0.000,-0.021,0.00
1073,-10.00,0.50,0.00,0.000,0.021,0.00
1074,-10.00,1.50,0.00,0.000,0.064,0.00
1075,-10.00,2.50,0.00,0.000,0.106,0.00
1076,-10.00,3.50,0.00,0.000,0.148,0.00
1077,-10.00,4.50,0.00,0.000,0.190,0.00
1078,-10.00,5.50,0.00,0.000,0.231,0.00
1079,-10.00,6.50,0.00,0.000,0.272,0.00
1080,-10.00,7.50,0.00,0.000,0.313,0.00
1081,-10.00,8.50,0.00,0.000,0.353,0.00
1082,-10.00,9.50,0.00,0.000,0.392,0.00
1083,-10.00,10.50,0.00,0.000,0.431,0.00
1084,-10.00,11.50,0.00,0.000,0.469,0.00
1085,-10.00,12.50,0.00,0.000,0.506,0.00
1086,-10.00,13.50,0.00,0.000,0.542,0.00
1087,-10.00,14.50,0.00,0.000,0.577,0.00
1088,-10.00,15.50,0.00,0.000,0.612,0.00
1089,-10.00,16.50,0.00,0.000,0.645,0.00
1090,-10.00,17.50,0.00,0.000,0.676,0.00
1091,-10.00,18.50,0.00,0.000,0.707,0.00
1092,-10.00,19.50,0.00,0.000,0.736,0.00
1093,-10.00,20.50,0.00,0.000,0.765,0.00
1094,-10.00,21.50,0.00,0.000,0.791,0.00
1095,-10.00,22.50,0.00,0.000,0.816,0.00
1096,-10.00,23.50,0.00,0.000,0.840,0.00
1097,-10.00,24.50,0.00,0.000,0.862,0.00
1098,-10.00,25.50,0.00,0.000,0.883,0.00
1099,-10.00,26.50,0.00,0.000,0.902,0.00
1100,-10.00,27.50,0.00,0.000,0.920,0.00
1101,-10.00,28.50,0.00,0.000,0.936,0.00
1102,-10.00,29.50,0.00,0.000,0.950,0.00
1103,-10.00,30.50,0.00,0.000,0.962,0.00
1104,-10.00,31.50,0.00,0.000,0.973,0.00
1105,-10.00,32.50,0.00,0.000,0.982,0.00
1106,-10.00,33.50,0.00,0.000,0.989,0.00
1107,-10.00,34.50,0.00,0.000,0.994,0.00
1108,-10.00,35.50,0.00,0.000,0.998,0.00
1109,-10.00,36.50,0.00,0.000,1.000,0.00
1110,-9.00,-36.50,0.00,0.000,-1.000,0.00
1111,-9.00,-35.50,0.00,0.000,-0.998,0.00
1112,-9.00,-34.50,0.00,0.000,-0.994,0.00
1113,-9.00,-33.50,0.00,0.000,-0.989,0.00
1114,-9.00,-32.50,0.00,0.000,-0.982,0.00
1115,-9.00,-31.50,0.00,0.000,-0.973,0.00
1116,-9.00,-30.50,0.00,0.000,-0.962,0.00
1117,-9.00,-29.50,0.00,0.000,-0.950,0.00
1118,-9.00,-28.50,0.00,0.000,-0.936,0.00
1119,-9.00,-27.50,0.00,0.000,-0.920,0.00
1120,-9.00,-26.50,0.00,0.000,-0.902,0.00
1121,-9.00,-25.50,0.00,0.000,-0.883,0.00
1122,-9.00,-24.50,0.00,0.000,-0.862,0.00
1123,-9.00,-23.50,0.00,0.000,-0.840,0.00
1124,-9.00,-22.50,0.00,0.000,-0.816,0.00
1125,-9.00,-21.50,0.00,0.000,-0.791,0.00
1126,-9.00,-20.50,0.00,0.000,-0.765,0.00
1127,-9.00,-19.50,0.00,0.000,-0.736,0.00
1128,-9.00,-18.50,0.00,0.000,-0.707,0.00
1129,-9.00,-17.50,0.00,0.000,-0.676,0.00
1130,-9.00,-16.50,0.00,0.000,-0.645,0.00
1131,-9.00,-15.50,0.00,0.000,-0.612,0.00
1132,-9.00,-14.50,0.00,0.000,-0.577,0.00
1133,-9.00,-13.50,0.00,0.000,-0.542,0.00
1134,-9.00,-12.50,0.00,0.000,-0.506,0.00
1135,-9.00,-11.50,0.00,0.000,-0.469,0.00
1136,-9.00,-10.50,0.00,0.000,-0.431,0.00
1137,-9.00,-9.50,0.00,0.000,-0.392,0.00
1138,-9.00,-8.50,0.00,0.000,-0.353,0.00
1139,-9.00,-7.50,0.00,0.000,-0.313,0.00
1140,-9.00,-6.50,0.00,0.000,-0.272,0.00
1141,-9.00,-5.50,0.00,0.000,-0.231,0.00
1142,-9.00,-4.50,0.00,0.000,-0.190,0.00
1143,-9.00,-3.50,0.00,0.000,-0.148,0.00
1144,-9.00,-2.50,0.00,0.000,-0.106,0.00
1145,-9.00,-1.50,0.00,0.000,-0.064,0.00
1146,-9.00,-0.50,0.00,0.000,-0.021,0.00
1147,-9.00,0.50,0.00,0.000,0.021,0.00
1148,-9.00,1.50,0.00,0.000,0.064,0.00
1149,-9.00,2.50,0.00,0.000,0.106,0.00
1150,-9.00,3.50,0.00,0.000,0.148,0.00
1151,-9.00,4.50,0.00,0.000,0.190,0.00
1152,-9.00,5.50,0.00,0.000,0.231,0.00
1153,-9.00,6.50,0.00,0.000,0.272,0.00
1154,-9.00,7.50,0.00,0.000,0.313,0.00
1155,-9.00,8.50,0.00,0.000,0.353,0.00
1156,-9.00,9.50,0.00,0.000,0.392,0.00
1157,-9.00,10.50,0.00,0.000,0.431,0.00
1158,-9.00,11.50,0.00,0.000,0.469,0.00
1159,-9.00,12.50,0.00,0.000,0.506,0.00
1160,-9.00,13.50,0.00,0.000,0.542,0.00
1161,-9.00,14.50,0.00,0.000,0.577,0.00
1162,-9.00,15.50,0.00,0.000,0.612,0.00
1163,-9.00,16.50,0.00,0.000,0.645,0.00
1164,-9.00,17.50,0.00,0.000,0.676,0.00
1165,-9.00,18.50,0.00,0.000,0.707,0.00
1166,-9.00,19.50,0.00,0.000,0.736,0.00
1167,-9.00,20.50,0.00,0.000,0.765,0.00
1168,-9.00,21.50,0.00,0.000,0.791,0.00
1169,-9.00,22.50,0.00,0.000,0.816,0.00
1170,-9.00,23.50,0.00,0.000,0.840,0.00
1171,-9.00,24.50,0.00,0.000,0.862,0.00
1172,-9.00,25.50,0.00,0.000,0.883,0.00
1173,-9.00,26.50,0.00,0.000,0.902,0.00
1174,-9.00,27.50,0.00,0.000,0.920,0.00
1175,-9.00,28.50,0.00,0.000,0.936,0.00
1176,-9.00,29.50,0.00,0.000,0.950,0.00
1177,-9.00,30.50,0.00,0.000,0.962,0.00
1178,-9.00,31.50,0.00,0.000,0.973,0.00
1179,-9.00,32.50,0.00,0.000,0.982,0.00
1180,-9.00,33.50,0.00,0.000,0.989,0.00
1181,-9.00,34.50,0.00,0.000,0.994,0.00
1182,-9.00,35.50,0.00,0.000,0.998,0.00
1183,-9.00,36.50,0.00,0.000,1.000,0.00
1184,-8.00,-36.50,0.00,0.000,-1.000,0.00
1185,-8.00,-35.50,0.00,0.000,-0.998,0.00
1186,-8.00,-34.50,0.00,0.000,-0.994,0.00
1187,-8.00,-33.50,0.00,0.000,-0.989,0.00
1188,-8.00,-32.50,0.00,0.000,-0.982,0.00
1189,-8.00,-31.50,0.00,0.000,-0.973,0.00
1190,-8.00,-30.50,0.00,0.000,-0.962,0.00
1191,-8.00,-29.50,0.00,0.000,-0.950,0.00
1192,-8.00,-28.50,0.00,0.000,-0.936,0.00
1193,-8.00,-27.50,0.00,0.000,-0.920,0.00
1194,-8.00,-26.50,0.00,0.000,-0.902,0.00
1195,-8.00,-25.50,0.00,0.000,-0.883,0.00
1196,-8.00,-24.50,0.00,0.000,-0.862,0.00
1197,-8.00,-23.50,0.00,0.000,-0.840,0.00
1198,-8.00,-22.50,0.00,0.000,-0.816,0.00
1199,-8.00,-21.50,0.00,0.000,-0.791,0.00
1200,-8.00,-20.50,0.00,0.000,-0.765,0.00
1201,-8.00,-19.50,0.00,0.000,-0.736,0.00
1202,-8.00,-18.50,0.00,0.000,-0.707,0.00
1203,-8.00,-17.50,0.00,0.000,-0.676,0.00
1204,-8.00,-16.50,0.00,0.000,-0.645,0.00
1205,-8.00,-15.50,0.00,0.000,-0.612,0.00
1206,-8.00,-14.50,0.00,0.000,-0.577,0.00
1207,-8.00,-13.50,0.00,0.000,-0.542,0.00
1208,-8.00,-12.50,0.00,0.000,-0.506,0.00
1209,-8.00,-11.50,0.00,0.000,-0.469,0.00
1210,-8.00,-10.50,0.00,0.000,-0.431,0.00
1211,-8.00,-9.50,0.00,0.000,-0.392,0.00
1212,-8.00,-8.50,0.00,0.000,-0.353,0.00
1213,-8.00,-7.50,0.00,0.000,-0.313,0.00
1214,-8.00,-6.50,0.00,0.000,-0.272,0.00
1215,-8.00,-5.50,0.00,0.000,-0.231,0.00
1216,-8.00,-4.50,0.00,0.000,-0.190,0.00
1217,-8.00,-3.50,0.00,0.000,-0.148,0.00
1218,-8.00,-2.50,0.00,0.000,-0.106,0.00
1219,-8.00,-1.50,0.00,0.000,-0.064,0.00
1220,-8.00,-0.50,0.00,0.000,-0.021,0.00
1221,-8.00,0.50,0.00,0.000,0.021,0.00
1222,-8.00,1.50,0.00,0.000,0.064,0.00
1223,-8.00,2.50,0.00,0.000,0.106,0.00
1224,-8.00,3.50,0.00,0.000,0.148,0.00
1225,-8.00,4.50,0.00,0.000,0.190,0.00
1226,-8.00,5.50,0.00,0.000,0.231,0.00
1227,-8.00,6.50,0.00,0.000,0.272,0.00
1228,-8.00,7.50,0.00,0.000,0.313,0.00
1229,-8.00,8.50,0.00,0.000,0.353,0.00
1230,-8.00,9.50,0.00,0.000,0.392,0.00
1231,-8.00,10.50,0.00,0.000,0.431,0.00
1232,-8.00,11.50,0.00,0.000,0.469,0.00
1233,-8.00,12.50,0.00,0.000,0.506,0.00
1234,-8.00,13.50,0.00,0.000,0.542,0.00
1235,-8.00,14.50,0.00,0.000,0.577,0.00
1236,-8.00,15.50,0.00,0.000,0.612,0.00
1237,-8.00,16.50,0.00,0.000,0.645,0.00
1238,-8.00,17.50,0.00,0.000,0.676,0.00
1239,-8.00,18.50,0.00,0.000,0.707,0.00
1240,-8.00,19.50,0.00,0.000,0.736,0.00
1241,-8.00,20.50,0.00,0.000,0.765,0.00
1242,-8.00,21.50,0.00,0.000,0.791,0.00
1243,-8.00,22.50,0.00,0.000,0.816,0.00
1244,-8.00,23.50,0.00,0.000,0.840,0.00
1245,-8.00,24.50,0.00,0.000,0.862,0.00
1246,-8.00,25.50,0.00,0.000,0.883,0.00
1247,-8.00,26.50,0.00,0.000,0.902,0.00
1248,-8.00,27.50,0.00,0.000,0.920,0.00
1249,-8.00,28.50,0.00,0.000,0.936,0.00
1250,-8.00,29.50,0.00,0.000,0.950,0.00
1251,-8.00,30.50,0.00,0.000,0.962,0.00
1252,-8.00,31.50,0.00,0.000,0.973,0.00
1253,-8.00,32.50,0.00,0.000,0.982,0.00
1254,-8.00,33.50,0.00,0.000,0.989,0.00
1255,-8.00,34.50,0.00,0.000,0.994,0.00
1256,-8.00,35.50,0.00,0.000,0.998,0.00
1257,-8.00,36.50,0.00,0.000,1.000,0.00
1258,-7.00,-36.50,0.00,0.000,-1.000,0.00
1259,-7.00,-35.50,0.00,0.000,-0.998,0.00
1260,-7.00,-34.50,0.00,0.000,-0.994,0.00
1261,-7.00,-33.50,0.00,0.000,-0.989,0.00
1262,-7.00,-32.50,0.00,0.000,-0.982,0.00
1263,-7.00,-31.50,0.00,0.000,-0.973,0.00
1264,-7.00,-30.50,0.00,0.000,-0.962,0.00
1265,-7.00,-29.50,0.00,0.000,-0.950,0.00
1266,-7.00,-28.50,0.00,0.000,-0.936,0.00
1267,-7.00,-27.50,0.00,0.000,-0.920,0.00
1268,-7.00,-26.50,0.00,0.000,-0.902,0.00
1269,-7.00,-25.50,0.00,0.000,-0.883,0.00
1270,-7.00,-24.50,0.00,0.000,-0.862,0.00
1271,-7.00,-23.50,0.00,0.000,-0.840,0.00
1272,-7.00,-22.50,0.00,0.000,-0.816,0.00
1273,-7.00,-21.50,0.00,0.000,-0.791,0.00
1274,-7.00,-20.50,0.00,0.000,-0.765,0.00
1275,-7.00,-19.50,0.00,0.000,-0.736,0.00
1276,-7.00,-18.50,0.00,0.000,-0.707,0.00
1277,-7.00,-17.50,0.00,0.000,-0.676,0.00
1278,-7.00,-16.50,0.00,0.000,-0.645,0.00
1279,-7.00,-15.50,0.00,0.000,-0.612,0.00
1280,-7.00,-14.50,0.00,0.000,-0.577,0.00
1281,-7.00,-13.50,0.00,0.000,-0.542,0.00
1282,-7.00,-12.50,0.00,0.000,-0.506,0.00
1283,-7.00,-11.50,0.00,0.000,-0.469,0.00
1284,-7.00,-10.50,0.00,0.000,-0.431,0.00
1285,-7.00,-9.50,0.00,0.000,-0.392,0.00
1286,-7.00,-8.50,0.00,0.000,-0.353,0.00
1287,-7.00,-7.50,0.00,0.000,-0.313,0.00
1288,-7.00,-6.50,0.00,0.000,-0.272,0.00
1289,-7.00,-5.50,0.00,0.000,-0.231,0.00
1290,-7.00,-4.50,0.00,0.000,-0.190,0.00
1291,-7.00,-3.50,0.00,0.000,-0.148,0.00
1292,-7.00,-2.50,0.00,0.000,-0.106,0.00
1293,-7.00,-1.50,0.00,0.000,-0.064,0.00
1294,-7.00,-0.50,0.00,0.000,-0.021,0.00
1295,-7.00,0.50,0.00,0.000,0.021,0.00
1296,-7.00,1.50,0.00,0.000,0.064,0.00
1297,-7.00,2.50,0.00,0.000,0.106,0.00
1298,-7.00,3.50,0.00,0.000,0.148,0.00
1299,-7.00,4.50,0.00,0.000,0.190,0.00
1300,-7.00,5.50,0.00,0.000,0.231,0.00
1301,-7.00,6.50,0.00,0.000,0.272,0.00
1302,-7.00,7.50,0.00,0.000,0.313,0.00
1303,-7.00,8.50,0.00,0.000,0.353,0.00
1304,-7.00,9.50,0.00,0.000,0.392,0.00
1305,-7.00,10.50,0.00,0.000,0.431,0.00
1306,-7.00,11.50,0.00,0.000,0.469,0.00
1307,-7.00,12.50,0.00,0.000,0.506,0.00
1308,-7.00,13.50,0.00,0.000,0.542,0.00
1309,-7.00,14.50,0.00,0.000,0.577,0.00
1310,-7.00,15.50,0.00,0.000,0.612,0.00
1311,-7.00,16.50,0.00,0.000,0.645,0.00
1312,-7.00,17.50,0.00,0.000,0.676,0.00
1313,-7.00,18.50,0.00,0.000,0.707,0.00
1314,-7.00,19.50,0.00,0.000,0.736,0.00
1315,-7.00,20.50,0.00,0.000,0.765,0.00
1316,-7.00,21.50,0.00,0.000,0.791,0.00
1317,-7.00,22.50,0.00,0.000,0.816,0.00
1318,-7.00,23.50,0.00,0.000,0.840,0.00
1319,-7.00,24.50,0.00,0.000,0.862,0.00
1320,-7.00,25.50,0.00,0.000,0.883,0.00
1321,-7.00,26.50,0.00,0.000,0.902,0.00
1322,-7.00,27.50,0.00,0.000,0.920,0.00
1323,-7.00,28.50,0.00,0.000,0.936,0.00
1324,-7.00,29.50,0.00,0.000,0.950,0.00
1325,-7.00,30.50,0.00,0.000,0.962,0.00
1326,-7.00,31.50,0.00,0.000,0.973,0.00
1327,-7.00,32.50,0.00,0.000,0.982,0.00
1328,-7.00,33.50,0.00,0.000,0.989,0.00
1329,-7.00,34.50,0.00,0.000,0.994,0.00
1330,-7.00,35.50,0.00,0.000,0.998,0.00
1331,-7.00,36.50,0.00,0.000,1.000,0.00
1332,-6.00,-36.50,0.00,0.000,-1.000,0.00
1333,-6.00,-35.50,0.00,0.000,-0.998,0.00
1334,-6.00,-34.50,0.00,0.000,-0.994,0.00
1335,-6.00,-33.50,0.00,0.000,-0.989,0.00
1336,-6.00,-32.50,0.00,0.000,-0.982,0.00
1337,-6.00,-31.50,0.00,0.000,-0.973,0.00
1338,-6.00,-30.50,0.00,0.000,-0.962,0.00
1339,-6.00,-29.50,0.00,0.000,-0.950,0.00
1340,-6.00,-28.50,0.00,0.000,-0.936,0.00
1341,-6.00,-27.50,0.00,0.000,-0.920,0.00
1342,-6.00,-26.50,0.00,0.000,-0.902,0.00
1343,-6.00,-25.50,0.00,0.000,-0.883,0.00
1344,-6.00,-24.50,0.00,0.000,-0.862,0.00
1345,-6.00,-23.50,0.00,0.000,-0.840,0.00
1346,-6.00,-22.50,0.00,0.000,-0.816,0.00
1347,-6.00,-21.50,0.00,0.000,-0.791,0.00
1348,-6.00,-20.50,0.00,0.000,-0.765,0.00
1349,-6.00,-19.50,0.00,0.000,-0.736,0.00
1350,-6.00,-18.50,0.00,0.000,-0.707,0.00
1351,-6.00,-17.50,0.00,0.000,-0.676,0.00
1352,-6.00,-16.50,0.00,0.000,-0.645,0.00
1353,-6.00,-15.50,0.00,0.000,-0.612,0.00
1354,-6.00,-14.50,0.00,0.000,-0.577,0.00
1355,-6.00,-13.50,0.00,0.000,-0.542,0.00
1356,-6.00,-12.50,0.00,0.000,-0.506,0.00
1357,-6.00,-11.50,0.00,0.000,-0.469,0.00
1358,-6.00,-10.50,0.00,0.000,-0.431,0.00
1359,-6.00,-9.50,0.00,0.000,-0.392,0.00
1360,-6.00,-8.50,0.00,0.000,-0.353,0.00
1361,-6.00,-7.50,0.00,0.000,-0.313,0.00
1362,-6.00,-6.50,0.00,0.000,-0.272,0.00
1363,-6.00,-5.50,0.00,0.000,-0.231,0.00
1364,-6.00,-4.50,0.00,0.000,-0.190,0.00
1365,-6.00,-3.50,0.00,0.000,-0.148,0.00
1366,-6.00,-2.50,0.00,0.000,-0.106,0.00
1367,-6.00,-1.50,0.00,0.000,-0.064,0.00
1368,-6.00,-0.50,0.00,0.000,-0.021,0.00
1369,-6.00,0.50,0.00,0.000,0.021,0.00
1370,-6.00,1.50,0.00,0.000,0.064,0.00
1371,-6.00,2.50,0.00,0.000,0.106,0.00
1372,-6.00,3.50,0.00,0.000,0.148,0.00
1373,-6.00,4.50,0.00,0.000,0.190,0.00
1374,-6.00,5.50,0.00,0.000,0.231,0.00
1375,-6.00,6.50,0.00,0.000,0.272,0.00
1376,-6.00,7.50,0.00,0.000,0.313,0.00
1377,-6.00,8.50,0.00,0.000,0.353,0.00
1378,-6.00,9.50,0.00,0.000,0.392,0.00
1379,-6.00,10.50,0.00,0.000,0.431,0.00
1380,-6.00,11.50,0.00,0.000,0.469,0.00
1381,-6.00,12.50,0.00,0.000,0.506,0.00
1382,-6.00,13.50,0.00,0.000,0.542,0.00
1383,-6.00,14.50,0.00,0.000,0.577,0.00
1384,-6.00,15.50,0.00,0.000,0.612,0.00
1385,-6.00,16.50,0.00,0.000,0.645,0.00
1386,-6.00,17.50,0.00,0.000,0.676,0.00
1387,-6.00,18.50,0.00,0.000,0.707,0.00
1388,-6.00,19.50,0.00,0.000,0.736,0.00
1389,-6.00,20.50,0.00,0.000,0.765,0.00
1390,-6.00,21.50,0.00,0.000,0.791,0.00
1391,-6.00,22.50,0.00,0.000,0.816,0.00
1392,-6.00,23.50,0.00,0.000,0.840,0.00
1393,-6.00,24.50,0.00,0.000,0.862,0.00
1394,-6.00,25.50,0.00,0.000,0.883,0.00
1395,-6.00,26.50,0.00,0.000,0.902,0.00
1396,-6.00,27.50,0.00,0.000,0.920,0.00
1397,-6.00,28.50,0.00,0.000,0.936,0.00
1398,-6.00,29.50,0.00,0.000,0.950,0.00
1399,-6.00,30.50,0.00,0.000,0.962,0.00
1400,-6.00,31.50,0.00,0.000,0.973,0.00
1401,-6.00,32.50,0.00,0.000,0.982,0.00
1402,-6.00,33.50,0.00,0.000,0.989,0.00
1403,-6.00,34.50,0.00,0.000,0.994,0.00
1404,-6.00,35.50,0.00,0.000,0.998,0.00
1405,-6.00,36.50,0.00,0.000,1.000,0.00
1406,-5.00,-36.50,0.00,0.000,-1.000,0.00
1407,-5.00,-35.50,0.00,0.000,-0.998,0.00
1408,-5.00,-34.50,0.00,0.000,-0.994,0.00
1409,-5.00,-33.50,0.00,0.000,-0.989,0.00
1410,-5.00,-32.50,0.00,0.000,-0.982,0.00
1411,-5.00,-31.50,0.00,0.000,-0.973,0.00
1412,-5.00,-30.50,0.00,0.000,-0.962,0.00
1413,-5.00,-29.50,0.00,0.000,-0.950,0.00
1414,-5.00,-28.50,0.00,0.000,-0.936,0.00
1415,-5.00,-27.50,0.00,0.000,-0.920,0.00
1416,-5.00,-26.50,0.00,0.000,-0.902,0.00
1417,-5.00,-25.50,0.00,0.000,-0.883,0.00
1418,-5.00,-24.50,0.00,0.000,-0.862,0.00
1419,-5.00,-23.50,0.00,0.000,-0.840,0.00
1420,-5.00,-22.50,0.00,0.000,-0.816,0.00
1421,-5.00,-21.50,0.00,0.000,-0.791,0.00
1422,-5.00,-20.50,0.00,0.000,-0.765,0.00
1423,-5.00,-19.50,0.00,0.000,-0.736,0.00
1424,-5.00,-18.50,0.00,0.000,-0.707,0.00
1425,-5.00,-17.50,0.00,0.000,-0.676,0.00
1426,-5.00,-16.50,0.00,0.000,-0.645,0.00
1427,-5.00,-15.50,0.00,0.000,-0.612,0.00
1428,-5.00,-14.50,0.00,0.000,-0.577,0.00
1429,-5.00,-13.50,0.00,0.000,-0.542,0.00
1430,-5.00,-12.50,0.00,0.000,-0.506,0.00
1431,-5.00,-11.50,0.00,0.000,-0.469,0.00
1432,-5.00,-10.50,0.00,0.000,-0.431,0.00
1433,-5.00,-9.50,0.00,0.000,-0.392,0.00
1434,-5.00,-8.50,0.00,0.000,-0.353,0.00
1435,-5.00,-7.50,0.00,0.000,-0.313,0.00
1436,-5.00,-6.50,0.00,0.000,-0.272,0.00
1437,-5.00,-5.50,0.00,0.000,-0.231,0.00
1438,-5.00,-4.50,0.00,0.000,-0.190,0.00
1439,-5.00,-3.50,0.00,0.000,-0.148,0.00
1440,-5.00,-2.50,0.00,0.000,-0.106,0.00
1441,-5.00,-1.50,0.00,0.000,-0.064,0.00
1442,-5.00,-0.50,0.00,0.000,-0.021,0.00
1443,-5.00,0.50,0.00,0.000,0.021,0.00
1444,-5.00,1.50,0.00,0.000,0.064,0.00
1445,-5.00,2.50,0.00,0.000,0.106,0.00
1446,-5.00,3.50,0.00,0.000,0.148,0.00
1447,-5.00,4.50,0.00,0.000,0.190,0.00
1448,-5.00,5.50,0.00,0.000,0.231,0.00
1449,-5.00,6.50,0.00,0.000,0.272,0.00
1450,-5.00,7.50,0.00,0.000,0.313,0.00
1451,-5.00,8.50,0.00,0.000,0.353,0.00
1452,-5.00,9.50,0.00,0.000,0.392,0.00
1453,-5.00,10.50,0.00,0.000,0.431,0.00
1454,-5.00,11.50,0.00,0.000,0.469,0.00
1455,-5.00,12.50,0.00,0.000,0.506,0.00
1456,-5.00,13.50,0.00,0.000,0.542,0.00
1457,-5.00,14.50,0.00,0.000,0.577,0.00
1458,-5.00,15.50,0.00,0.000,0.612,0.00
1459,-5.00,16.50,0.00,0.000,0.645,0.00
1460,-5.00,17.50,0.00,0.000,0.676,0.00
1461,-5.00,18.50,0.00,0.000,0.707,0.00
1462,-5.00,19.50,0.00,0.000,0.736,0.00
1463,-5.00,20.50,0.00,0.000,0.765,0.00
1464,-5.00,21.50,0.00,0.000,0.791,0.00
1465,-5.00,22.50,0.00,0.000,0.816,0.00
1466,-5.00,23.50,0.00,0.000,0.840,0.00
1467,-5.00,24.50,0.00,0.000,0.862,0.00
1468,-5.00,25.50,0.00,0.000,0.883,0.00
1469,-5.00,26.50,0.00,0.000,0.902,0.00
1470,-5.00,27.50,0.00,0.000,0.920,0.00
1471,-5.00,28.50,0.00,0.000,0.936,0.00
1472,-5.00,29.50,0.00,0.000,0.950,0.00
1473,-5.00,30.50,0.00,0.000,0.962,0.00
1474,-5.00,31.50,0.00,0.000,0.973,0.00
1475,-5.00,32.50,0.00,0.000,0.982,0.00
1476,-5.00,33.50,0.00,0.000,0.989,0.00
1477,-5.00,34.50,0.00,0.000,0.994,0.00
1478,-5.00,35.50,0.00,0.000,0.998,0.00
1479,-5.00,36.50,0.00,0.000,1.000,0.00
1480,-4.00,-36.50,0.00,0.000,-1.000,0.00
1481,-4.00,-35.50,0.00,0.000,-0.998,0.00
