#id;x;y;vol
962;38.500;0.000;1.000
963;38.500;1.000;1.000
964;38.500;2.000;1.000
965;38.500;3.000;1.000
966;38.500;4.000;1.000
967;38.500;5.000;1.000
968;38.500;6.000;1.000
969;38.500;7.000;1.000
970;38.500;8.000;1.000
971;38.500;9.000;1.000
972;38.500;10.000;1.000
973;38.500;11.000;1.000
974;38.500;12.000;1.000
975;39.500;-12.000;1.000
976;39.500;-11.000;1.000
977;39.500;-10.000;1.000
978;39.500;-9.000;1.000
979;39.500;-8.000;1.000
980;39.500;-7.000;1.000
981;39.500;-6.000;1.000
982;39.500;-5.000;1.000
983;39.500;-4.000;1.000
984;39.500;-3.000;1.000
985;39.500;-2.000;1.000
986;39.500;-1.000;1.000
987;39.500;0.000;1.000
988;39.500;1.000;1.000
989;39.500;2.000;1.000
990;39.500;3.000;1.000
991;39.500;4.000;1.000
992;39.500;5.000;1.000
993;39.500;6.000;1.000
994;39.500;7.000;1.000
995;39.500;8.000;1.000
996;39.500;9.000;1.000
997;39.500;10.000;1.000
998;39.500;11.000;1.000
999;39.500;12.000;1.000
1000;40.500;-12.000;1.000
1001;40.500;-11.000;1.000
1002;40.500;-10.000;1.000
1003;40.500;-9.000;1.000
1004;40.500;-8.000;1.000
1005;40.500;-7.000;1.000
1006;40.500;-6.000;1.000
1007;40.500;-5.000;1.000
1008;40.500;-4.000;1.000
1009;40.500;-3.000;1.000
1010;40.500;-2.000;1.000
1011;40.500;-1.000;1.000
1012;40.500;0.000;1.000
1013;40.500;1.000;1.000
1014;40.500;2.000;1.000
1015;40.500;3.000;1.000
1016;40.500;4.000;1.000
1017;40.500;5.000;1.000
1018;40.500;6.000;1.000
1019;40.500;7.000;1.000
1020;40.500;8.000;1.000
1021;40.500;9.000;1.000
1022;40.500;10.000;1.000
1023;40.500;11.000;1.000
1024;40.500;12.000;1.000
1025;41.500;-12.000;1.000
1026;41.500;-11.000;1.000
1027;41.500;-10.000;1.000
1028;41.500;-9.000;1.000
1029;41.500;-8.000;1.000
1030;41.500;-7.000;1.000
1031;41.500;-6.000;1.000
1032;41.500;-5.000;1.000
1033;41.500;-4.000;1.000
1034;41.500;-3.000;1.000
1035;41.500;-2.000;1.000
1036;41.500;-1.000;1.000
1037;41.500;0.000;1.000
1038;41.500;1.000;1.000
1039;41.500;2.000;1.000
1040;41.500;3.000;1.000
1041;41.500;4.000;1.000
1042;41.500;5.000;1.000
1043;41.500;6.000;1.000
1044;41.500;7.000;1.000
1045;41.500;8.000;1.000
1046;41.500;9.000;1.000
1047;41.500;10.000;1.000
1048;41.500;11.000;1.000
1049;41.500;12.000;1.000
1050;42.500;-12.000;1.000
1051;42.500;-11.000;1.000
1052;42.500;-10.000;1.000
1053;42.500;-9.000;1.000
1054;42.500;-8.000;1.000
1055;42.500;-7.000;1.000
1056;42.500;-6.000;1.000
1057;42.500;-5.000;1.000
1058;42.500;-4.000;1.000
1059;42.500;-3.000;1.000
1060;42.500;-2.000;1.000
1061;42.500;-1.000;1.000
1062;42.500;0.000;1.000
1063;42.500;1.000;1.000
1064;42.500;2.000;1.000
1065;42.500;3.000;1.000
1066;42.500;4.000;1.000
1067;42.500;5.000;1.000
1068;42.500;6.000;1.000
1069;42.500;7.000;1.000
1070;42.500;8.000;1.000
1071;42.500;9.000;1.000
1072;42.500;10.000;1.000
1073;42.500;11.000;1.000
1074;42.500;12.000;1.000
1075;43.500;-12.000;1.000
1076;43.500;-11.000;1.000
1077;43.500;-10.000;1.000
1078;43.500;-9.000;1.000
1079;43.500;-8.000;1.000
1080;43.500;-7.000;1.000
1081;43.500;-6.000;1.000
1082;43.500;-5.000;1.000
1083;43.500;-4.000;1.000
1084;43.500;-3.000;1.000
1085;43.500;-2.000;1.000
1086;43.500;-1.000;1.000
1087;43.500;0.000;1.000
1088;43.500;1.000;1.000
1089;43.500;2.000;1.000
1090;43.500;3.000;1.000
1091;43.500;4.000;1.000
1092;43.500;5.000;1.000
1093;43.500;6.000;1.000
1094;43.500;7.000;1.000
1095;43.500;8.000;1.000
1096;43.500;9.000;1.000
1097;43.500;10.000;1.000
1098;43.500;11.000;1.000
1099;43.500;12.000;1.000
1100;44.500;-12.000;1.000
1101;44.500;-11.000;1.000
1102;44.500;-10.000;1.000
1103;44.500;-9.000;1.000
1104;44.500;-8.000;1.000
1105;44.500;-7.000;1.000
1106;44.500;-6.000;1.000
1107;44.500;-5.000;1.000
1108;44.500;-4.000;1.000
1109;44.500;-3.000;1.000
1110;44.500;-2.000;1.000
1111;44.500;-1.000;1.000
1112;44.500;0.000;1.000
1113;44.500;1.000;1.000
1114;44.500;2.000;1.000
1115;44.500;3.000;1.000
1116;44.500;4.000;1.000
1117;44.500;5.000;1.000
1118;44.500;6.000;1.000
1119;44.500;7.000;1.000
1120;44.500;8.000;1.000
1121;44.500;9.000;1.000
1122;44.500;10.000;1.000
1123;44.500;11.000;1.000
1124;44.500;12.000;1.000
1125;45.500;-12.000;1.000
1126;45.500;-11.000;1.000
1127;45.500;-10.000;1.000
1128;45.500;-9.000;1.000
1129;45.500;-8.000;1.000
1130;45.500;-7.000;1.000
1131;45.500;-6.000;1.000
1132;45.500;-5.000;1.000
1133;45.500;-4.000;1.000
1134;45.500;-3.000;1.000
1135;45.500;-2.000;1.000
1136;45.500;-1.000;1.000
1137;45.500;0.000;1.000
1138;45.500;1.000;1.000
1139;45.500;2.000;1.000
1140;45.500;3.000;1.000
1141;45.500;4.000;1.000
1142;45.500;5.000;1.000
1143;45.500;6.000;1.000
1144;45.500;7.000;1.000
1145;45.500;8.000;1.000
1146;45.500;9.000;1.000
1147;45.500;10.000;1.000
1148;45.500;11.000;1.000
1149;45.500;12.000;1.000
1150;46.500;-12.000;1.000
1151;46.500;-11.000;1.000
1152;46.500;-10.000;1.000
1153;46.500;-9.000;1.000
1154;46.500;-8.000;1.000
1155;46.500;-7.000;1.000
1156;46.500;-6.000;1.000
1157;46.500;-5.000;1.000
1158;46.500;-4.000;1.000
1159;46.500;-3.000;1.000
1160;46.500;-2.000;1.000
1161;46.500;-1.000;1.000
1162;46.500;0.000;1.000
1163;46.500;1.000;1.000
1164;46.500;2.000;1.000
1165;46.500;3.000;1.000
1166;46.500;4.000;1.000
1167;46.500;5.000;1.000
1168;46.500;6.000;1.000
1169;46.500;7.000;1.000
1170;46.500;8.000;1.000
1171;46.500;9.000;1.000
1172;46.500;10.000;1.000
1173;46.500;11.000;1.000
1174;46.500;12.000;1.000
1175;47.500;-12.000;1.000
1176;47.500;-11.000;1.000
1177;47.500;-10.000;1.000
1178;47.500;-9.000;1.000
1179;47.500;-8.000;1.000
1180;47.500;-7.000;1.000
1181;47.500;-6.000;1.000
1182;47.500;-5.000;1.000
1183;47.500;-4.000;1.000
1184;47.500;-3.000;1.000
1185;47.500;-2.000;1.000
1186;47.500;-1.000;1.000
1187;47.500;0.000;1.000
1188;47.500;1.000;1.000
1189;47.500;2.000;1.000
1190;47.500;3.000;1.000
1191;47.500;4.000;1.000
1192;47.500;5.000;1.000
1193;47.500;6.000;1.000
1194;47.500;7.000;1.000
1195;47.500;8.000;1.000
1196;47.500;9.000;1.000
1197;47.500;10.000;1.000
1198;47.500;11.000;1.000
1199;47.500;12.000;1.000
1200;48.500;-12.000;1.000
1201;48.500;-11.000;1.000
1202;48.500;-10.000;1.000
1203;48.500;-9.000;1.000
1204;48.500;-8.000;1.000
1205;48.500;-7.000;1.000
1206;48.500;-6.000;1.000
1207;48.500;-5.000;1.000
1208;48.500;-4.000;1.000
1209;48.500;-3.000;1.000
1210;48.500;-2.000;1.000
1211;48.500;-1.000;1.000
1212;48.500;0.000;1.000
1213;48.500;1.000;1.000
1214;48.500;2.000;1.000
1215;48.500;3.000;1.000
1216;48.500;4.000;1.000
1217;48.500;5.000;1.000
1218;48.500;6.000;1.000
1219;48.500;7.000;1.000
1220;48.500;8.000;1.000
1221;48.500;9.000;1.000
1222;48.500;10.000;1.000
1223;48.500;11.000;1.000
1224;48.500;12.000;1.000
1225;49.500;-12.000;1.000
1226;49.500;-11.000;1.000
1227;49.500;-10.000;1.000
1228;49.500;-9.000;1.000
1229;49.500;-8.000;1.000
1230;49.500;-7.000;1.000
1231;49.500;-6.000;1.000
1232;49.500;-5.000;1.000
1233;49.500;-4.000;1.000
1234;49.500;-3.000;1.000
1235;49.500;-2.000;1.000
1236;49.500;-1.000;1.000
1237;49.500;0.000;1.000
1238;49.500;1.000;1.000
1239;49.500;2.000;1.000
1240;49.500;3.000;1.000
1241;49.500;4.000;1.000
1242;49.500;5.000;1.000
1243;49.500;6.000;1.000
1244;49.500;7.000;1.000
1245;49.500;8.000;1.000
1246;49.500;9.000;1.000
1247;49.500;10.000;1.000
1248;49.500;11.000;1.000
1249;49.500;12.000;1.000
1250;50.500;-12.000;1.000
1251;50.500;-11.000;1.000
1252;50.500;-10.000;1.000
1253;50.500;-9.000;1.000
1254;50.500;-8.000;1.000
1255;50.500;-7.000;1.000
1256;50.500;-6.000;1.000
1257;50.500;-5.000;1.000
1258;50.500;-4.000;1.000
1259;50.500;-3.000;1.000
1260;50.500;-2.000;1.000
1261;50.500;-1.000;1.000
1262;50.500;0.000;1.000
1263;50.500;1.000;1.000
1264;50.500;2.000;1.000
1265;50.500;3.000;1.000
1266;50.500;4.000;1.000
1267;50.500;5.000;1.000
1268;50.500;6.000;1.000
1269;50.500;7.000;1.000
1270;50.500;8.000;1.000
1271;50.500;9.000;1.000
1272;50.500;10.000;1.000
1273;50.500;11.000;1.000
1274;50.500;12.000;1.000
1275;51.500;-12.000;1.000
1276;51.500;-11.000;1.000
1277;51.500;-10.000;1.000
1278;51.500;-9.000;1.000
1279;51.500;-8.000;1.000
1280;51.500;-7.000;1.000
1281;51.500;-6.000;1.000
1282;51.500;-5.000;1.000
1283;51.500;-4.000;1.000
1284;51.500;-3.000;1.000
1285;51.500;-2.000;1.000
1286;51.500;-1.000;1.000
1287;51.500;0.000;1.000
1288;51.500;1.000;1.000
1289;51.500;2.000;1.000
1290;51.500;3.000;1.000
1291;51.500;4.000;1.000
1292;51.500;5.000;1.000
1293;51.500;6.000;1.000
1294;51.500;7.000;1.000
1295;51.500;8.000;1.000
1296;51.500;9.000;1.000
1297;51.500;10.000;1.000
1298;51.500;11.000;1.000
1299;51.500;12.000;1.000
1300;52.500;-12.000;1.000
1301;52.500;-11.000;1.000
1302;52.500;-10.000;1.000
1303;52.500;-9.000;1.000
1304;52.500;-8.000;1.000
1305;52.500;-7.000;1.000
1306;52.500;-6.000;1.000
1307;52.500;-5.000;1.000
1308;52.500;-4.000;1.000
1309;52.500;-3.000;1.000
1310;52.500;-2.000;1.000
1311;52.500;-1.000;1.000
1312;52.500;0.000;1.000
1313;52.500;1.000;1.000
1314;52.500;2.000;1.000
1315;52.500;3.000;1.000
1316;52.500;4.000;1.000
1317;52.500;5.000;1.000
1318;52.500;6.000;1.000
1319;52.500;7.000;1.000
1320;52.500;8.000;1.000
1321;52.500;9.000;1.000
1322;52.500;10.000;1.000
1323;52.500;11.000;1.000
1324;52.500;12.000;1.000
1325;53.500;-12.000;1.000
1326;53.500;-11.000;1.000
1327;53.500;-10.000;1.000
1328;53.500;-9.000;1.000
1329;53.500;-8.000;1.000
1330;53.500;-7.000;1.000
1331;53.500;-6.000;1.000
1332;53.500;-5.000;1.000
1333;53.500;-4.000;1.000
1334;53.500;-3.000;1.000
1335;53.500;-2.000;1.000
1336;53.500;-1.000;1.000
1337;53.500;0.000;1.000
1338;53.500;1.000;1.000
1339;53.500;2.000;1.000
1340;53.500;3.000;1.000
1341;53.500;4.000;1.000
1342;53.500;5.000;1.000
1343;53.500;6.000;1.000
1344;53.500;7.000;1.000
1345;53.500;8.000;1.000
1346;53.500;9.000;1.000
1347;53.500;10.000;1.000
1348;53.500;11.000;1.000
1349;53.500;12.000;1.000
1350;54.500;-12.000;1.000
1351;54.500;-11.000;1.000
1352;54.500;-10.000;1.000
1353;54.500;-9.000;1.000
1354;54.500;-8.000;1.000
1355;54.500;-7.000;1.000
1356;54.500;-6.000;1.000
1357;54.500;-5.000;1.000
1358;54.500;-4.000;1.000
1359;54.500;-3.000;1.000
1360;54.500;-2.000;1.000
1361;54.500;-1.000;1.000
1362;54.500;0.000;1.000
1363;54.500;1.000;1.000
1364;54.500;2.000;1.000
1365;54.500;3.000;1.000
1366;54.500;4.000;1.000
1367;54.500;5.000;1.000
1368;54.500;6.000;1.000
1369;54.500;7.000;1.000
1370;54.500;8.000;1.000
1371;54.500;9.000;1.000
1372;54.500;10.000;1.000
1373;54.500;11.000;1.000
1374;54.500;12.000;1.000
1375;55.500;-12.000;1.000
1376;55.500;-11.000;1.000
1377;55.500;-10.000;1.000
1378;55.500;-9.000;1.000
1379;55.500;-8.000;1.000
1380;55.500;-7.000;1.000
1381;55.500;-6.000;1.000
1382;55.500;-5.000;1.000
1383;55.500;-4.000;1.000
1384;55.500;-3.000;1.000
1385;55.500;-2.000;1.000
1386;55.500;-1.000;1.000
1387;55.500;0.000;1.000
1388;55.500;1.000;1.000
1389;55.500;2.000;1.000
1390;55.500;3.000;1.000
1391;55.500;4.000;1.000
1392;55.500;5.000;1.000
1393;55.500;6.000;1.000
1394;55.500;7.000;1.000
1395;55.500;8.000;1.000
1396;55.500;9.000;1.000
1397;55.500;10.000;1.000
1398;55.500;11.000;1.000
1399;55.500;12.000;1.000
1400;56.500;-12.000;1.000
1401;56.500;-11.000;1.000
1402;56.500;-10.000;1.000
1403;56.500;-9.000;1.000
1404;56.500;-8.000;1.000
1405;56.500;-7.000;1.000
1406;56.500;-6.000;1.000
1407;56.500;-5.000;1.000
1408;56.500;-4.000;1.000
1409;56.500;-3.000;1.000
1410;56.500;-2.000;1.000
1411;56.500;-1.000;1.000
1412;56.500;0.000;1.000
1413;56.500;1.000;1.000
1414;56.500;2.000;1.000
1415;56.500;3.000;1.000
1416;56.500;4.000;1.000
1417;56.500;5.000;1.000
1418;56.500;6.000;1.000
1419;56.500;7.000;1.000
1420;56.500;8.000;1.000
1421;56.500;9.000;1.000
1422;56.500;10.000;1.000
1423;56.500;11.000;1.000
1424;56.500;12.000;1.000
1425;57.500;-12.000;1.000
1426;57.500;-11.000;1.000
1427;57.500;-10.000;1.000
1428;57.500;-9.000;1.000
1429;57.500;-8.000;1.000
1430;57.500;-7.000;1.000
1431;57.500;-6.000;1.000
1432;57.500;-5.000;1.000
1433;57.500;-4.000;1.000
1434;57.500;-3.000;1.000
1435;57.500;-2.000;1.000
1436;57.500;-1.000;1.000
1437;57.500;0.000;1.000
1438;57.500;1.000;1.000
1439;57.500;2.000;1.000
1440;57.500;3.000;1.000
1441;57.500;4.000;1.000
1442;57.500;5.000;1.000
1443;57.500;6.000;1.000
1444;57.500;7.000;1.000
1445;57.500;8.000;1.000
1446;57.500;9.000;1.000
1447;57.500;10.000;1.000
1448;57.500;11.000;1.000
1449;57.500;12.000;1.000
1450;58.500;-12.000;1.000
1451;58.500;-11.000;1.000
1452;58.500;-10.000;1.000
1453;58.500;-9.000;1.000
1454;58.500;-8.000;1.000
1455;58.500;-7.000;1.000
1456;58.500;-6.000;1.000
1457;58.500;-5.000;1.000
1458;58.500;-4.000;1.000
1459;58.500;-3.000;1.000
1460;58.500;-2.000;1.000
1461;58.500;-1.000;1.000
1462;58.500;0.000;1.000
1463;58.500;1.000;1.000
1464;58.500;2.000;1.000
1465;58.500;3.000;1.000
1466;58.500;4.000;1.000
1467;58.500;5.000;1.000
1468;58.500;6.000;1.000
1469;58.500;7.000;1.000
1470;58.500;8.000;1.000
1471;58.500;9.000;1.000
1472;58.500;10.000;1.000
1473;58.500;11.000;1.000
1474;58.500;12.000;1.000
1475;59.500;-12.000;1.000
1476;59.500;-11.000;1.000
1477;59.500;-10.000;1.000
1478;59.500;-9.000;1.000
1479;59.500;-8.000;1.000
1480;59.500;-7.000;1.000
1481;59.500;-6.000;1.000
1482;59.500;-5.000;1.000
1483;59.500;-4.000;1.000
1484;59.500;-3.000;1.000
1485;59.500;-2.000;1.000
1486;59.500;-1.000;1.000
1487;59.500;0.000;1.000
1488;59.500;1.000;1.000
1489;59.500;2.000;1.000
1490;59.500;3.000;1.000
1491;59.500;4.000;1.000
1492;59.500;5.000;1.000
1493;59.500;6.000;1.000
1494;59.500;7.000;1.000
1495;59.500;8.000;1.000
1496;59.500;9.000;1.000
1497;59.500;10.000;1.000
1498;59.500;11.000;1.000
1499;59.500;12.000;1.000
1500;60.500;-12.000;1.000
1501;60.500;-11.000;1.000
1502;60.500;-10.000;1.000
1503;60.500;-9.000;1.000
1504;60.500;-8.000;1.000
1505;60.500;-7.000;1.000
1506;60.500;-6.000;1.000
1507;60.500;-5.000;1.000
1508;60.500;-4.000;1.000
1509;60.500;-3.000;1.000
1510;60.500;-2.000;1.000
1511;60.500;-1.000;1.000
1512;60.500;0.000;1.000
1513;60.500;1.000;1.000
1514;60.500;2.000;1.000
1515;60.500;3.000;1.000
1516;60.500;4.000;1.000
1517;60.500;5.000;1.000
1518;60.500;6.000;1.000
1519;60.500;7.000;1.000
1520;60.500;8.000;1.000
1521;60.500;9.000;1.000
1522;60.500;10.000;1.000
1523;60.500;11.000;1.000
1524;60.500;12.000;1.000
1525;61.500;-12.000;1.000
1526;61.500;-11.000;1.000
1527;61.500;-10.000;1.000
1528;61.500;-9.000;1.000
1529;61.500;-8.000;1.000
1530;61.500;-7.000;1.000
1531;61.500;-6.000;1.000
1532;61.500;-5.000;1.000
1533;61.500;-4.000;1.000
1534;61.500;-3.000;1.000
1535;61.500;-2.000;1.000
1536;61.500;-1.000;1.000
1537;61.500;0.000;1.000
1538;61.500;1.000;1.000
1539;61.500;2.000;1.000
1540;61.500;3.000;1.000
1541;61.500;4.000;1.000
1542;61.500;5.000;1.000
1543;61.500;6.000;1.000
1544;61.500;7.000;1.000
1545;61.500;8.000;1.000
1546;61.500;9.000;1.000
1547;61.500;10.000;1.000
1548;61.500;11.000;1.000
1549;61.500;12.000;1.000
1550;62.500;-12.000;1.000
1551;62.500;-11.000;1.000
1552;62.500;-10.000;1.000
1553;62.500;-9.000;1.000
1554;62.500;-8.000;1.000
1555;62.500;-7.000;1.000
1556;62.500;-6.000;1.000
1557;62.500;-5.000;1.000
1558;62.500;-4.000;1.000
1559;62.500;-3.000;1.000
1560;62.500;-2.000;1.000
1561;62.500;-1.000;1.000
1562;62.500;0.000;1.000
1563;62.500;1.000;1.000
1564;62.500;2.000;1.000
1565;62.500;3.000;1.000
1566;62.500;4.000;1.000
1567;62.500;5.000;1.000
1568;62.500;6.000;1.000
1569;62.500;7.000;1.000
1570;62.500;8.000;1.000
1571;62.500;9.000;1.000
1572;62.500;10.000;1.000
1573;62.500;11.000;1.000
1574;62.500;12.000;1.000
1575;63.500;-12.000;1.000
1576;63.500;-11.000;1.000
1577;63.500;-10.000;1.000
1578;63.500;-9.000;1.000
1579;63.500;-8.000;1.000
1580;63.500;-7.000;1.000
1581;63.500;-6.000;1.000
1582;63.500;-5.000;1.000
1583;63.500;-4.000;1.000
1584;63.500;-3.000;1.000
1585;63.500;-2.000;1.000
1586;63.500;-1.000;1.000
1587;63.500;0.000;1.000
1588;63.500;1.000;1.000
1589;63.500;2.000;1.000
1590;63.500;3.000;1.000
1591;63.500;4.000;1.000
1592;63.500;5.000;1.000
1593;63.500;6.000;1.000
1594;63.500;7.000;1.000
1595;63.500;8.000;1.000
1596;63.500;9.000;1.000
1597;63.500;10.000;1.000
1598;63.500;11.000;1.000
1599;63.500;12.000;1.000
1600;64.500;-12.000;1.000
1601;64.500;-11.000;1.000
1602;64.500;-10.000;1.000
1603;64.500;-9.000;1.000
1604;64.500;-8.000;1.000
1605;64.500;-7.000;1.000
1606;64.500;-6.000;1.000
1607;64.500;-5.000;1.000
1608;64.500;-4.000;1.000
1609;64.500;-3.000;1.000
1610;64.500;-2.000;1.000
1611;64.500;-1.000;1.000
1612;64.500;0.000;1.000
1613;64.500;1.000;1.000
1614;64.500;2.000;1.000
1615;64.500;3.000;1.000
1616;64.500;4.000;1.000
1617;64.500;5.000;1.000
1618;64.500;6.000;1.000
1619;64.500;7.000;1.000
1620;64.500;8.000;1.000
1621;64.500;9.000;1.000
1622;64.500;10.000;1.000
1623;64.500;11.000;1.000
1624;64.500;12.000;1.000
1625;65.500;-12.000;1.000
1626;65.500;-11.000;1.000
1627;65.500;-10.000;1.000
1628;65.500;-9.000;1.000
1629;65.500;-8.000;1.000
1630;65.500;-7.000;1.000
1631;65.500;-6.000;1.000
1632;65.500;-5.000;1.000
1633;65.500;-4.000;1.000
1634;65.500;-3.000;1.000
1635;65.500;-2.000;1.000
1636;65.500;-1.000;1.000
1637;65.500;0.000;1.000
1638;65.500;1.000;1.000
1639;65.500;2.000;1.000
1640;65.500;3.000;1.000
1641;65.500;4.000;1.000
1642;65.500;5.000;1.000
1643;65.500;6.000;1.000
1644;65.500;7.000;1.000
1645;65.500;8.000;1.000
1646;65.500;9.000;1.000
1647;65.500;10.000;1.000
1648;65.500;11.000;1.000
1649;65.500;12.000;1.000
1650;66.500;-12.000;1.000
1651;66.500;-11.000;1.000
1652;66.500;-10.000;1.000
1653;66.500;-9.000;1.000
1654;66.500;-8.000;1.000
1655;66.500;-7.000;1.000
1656;66.500;-6.000;1.000
1657;66.500;-5.000;1.000
1658;66.500;-4.000;1.000
1659;66.500;-3.000;1.000
1660;66.500;-2.000;1.000
1661;66.500;-1.000;1.000
1662;66.500;0.000;1.000
1663;66.500;1.000;1.000
1664;66.500;2.000;1.000
1665;66.500;3.000;1.000
1666;66.500;4.000;1.000
1667;66.500;5.000;1.000
1668;66.500;6.000;1.000
1669;66.500;7.000;1.000
1670;66.500;8.000;1.000
1671;66.500;9.000;1.000
1672;66.500;10.000;1.000
1673;66.500;11.000;1.000
1674;66.500;12.000;1.000
1675;67.500;-12.000;1.000
1676;67.500;-11.000;1.000
1677;67.500;-10.000;1.000
1678;67.500;-9.000;1.000
1679;67.500;-8.000;1.000
1680;67.500;-7.000;1.000
1681;67.500;-6.000;1.000
1682;67.500;-5.000;1.000
1683;67.500;-4.000;1.000
1684;67.500;-3.000;1.000
1685;67.500;-2.000;1.000
1686;67.500;-1.000;1.000
1687;67.500;0.000;1.000
1688;67.500;1.000;1.000
1689;67.500;2.000;1.000
1690;67.500;3.000;1.000
1691;67.500;4.000;1.000
1692;67.500;5.000;1.000
1693;67.500;6.000;1.000
1694;67.500;7.000;1.000
1695;67.500;8.000;1.000
1696;67.500;9.000;1.000
1697;67.500;10.000;1.000
1698;67.500;11.000;1.000
1699;67.500;12.000;1.000
1700;68.500;-12.000;1.000
1701;68.500;-11.000;1.000
1702;68.500;-10.000;1.000
1703;68.500;-9.000;1.000
1704;68.500;-8.000;1.000
1705;68.500;-7.000;1.000
1706;68.500;-6.000;1.000
1707;68.500;-5.000;1.000
1708;68.500;-4.000;1.000
1709;68.500;-3.000;1.000
1710;68.500;-2.000;1.000
1711;68.500;-1.000;1.000
1712;68.500;0.000;1.000
1713;68.500;1.000;1.000
1714;68.500;2.000;1.000
1715;68.500;3.000;1.000
1716;68.500;4.000;1.000
1717;68.500;5.000;1.000
1718;68.500;6.000;1.000
1719;68.500;7.000;1.000
1720;68.500;8.000;1.000
1721;68.500;9.000;1.000
1722;68.500;10.000;1.000
1723;68.500;11.000;1.000
1724;68.500;12.000;1.000
1725;69.500;-12.000;1.000
1726;69.500;-11.000;1.000
1727;69.500;-10.000;1.000
1728;69.500;-9.000;1.000
1729;69.500;-8.000;1.000
1730;69.500;-7.000;1.000
1731;69.500;-6.000;1.000
1732;69.500;-5.000;1.000
1733;69.500;-4.000;1.000
1734;69.500;-3.000;1.000
1735;69.500;-2.000;1.000
1736;69.500;-1.000;1.000
1737;69.500;0.000;1.000
1738;69.500;1.000;1.000
1739;69.500;2.000;1.000
1740;69.500;3.000;1.000
1741;69.500;4.000;1.000
1742;69.500;5.000;1.000
1743;69.500;6.000;1.000
1744;69.500;7.000;1.000
1745;69.500;8.000;1.000
1746;69.500;9.000;1.000
1747;69.500;10.000;1.000
1748;69.500;11.000;1.000
1749;69.500;12.000;1.000
1750;70.500;-12.000;1.000
1751;70.500;-11.000;1.000
1752;70.500;-10.000;1.000
1753;70.500;-9.000;1.000
1754;70.500;-8.000;1.000
1755;70.500;-7.000;1.000
1756;70.500;-6.000;1.000
1757;70.500;-5.000;1.000
1758;70.500;-4.000;1.000
1759;70.500;-3.000;1.000
1760;70.500;-2.000;1.000
1761;70.500;-1.000;1.000
1762;70.500;0.000;1.000
1763;70.500;1.000;1.000
1764;70.500;2.000;1.000
1765;70.500;3.000;1.000
1766;70.500;4.000;1.000
1767;70.500;5.000;1.000
1768;70.500;6.000;1.000
1769;70.500;7.000;1.000
1770;70.500;8.000;1.000
1771;70.500;9.000;1.000
1772;70.500;10.000;1.000
1773;70.500;11.000;1.000
1774;70.500;12.000;1.000
1775;71.500;-12.000;1.000
1776;71.500;-11.000;1.000
1777;71.500;-10.000;1.000
1778;71.500;-9.000;1.000
1779;71.500;-8.000;1.000
1780;71.500;-7.000;1.000
1781;71.500;-6.000;1.000
1782;71.500;-5.000;1.000
1783;71.500;-4.000;1.000
1784;71.500;-3.000;1.000
1785;71.500;-2.000;1.000
1786;71.500;-1.000;1.000
1787;71.500;0.000;1.000
1788;71.500;1.000;1.000
1789;71.500;2.000;1.000
1790;71.500;3.000;1.000
1791;71.500;4.000;1.000
1792;71.500;5.000;1.000
1793;71.500;6.000;1.000
1794;71.500;7.000;1.000
1795;71.500;8.000;1.000
1796;71.500;9.000;1.000
1797;71.500;10.000;1.000
1798;71.500;11.000;1.000
1799;71.500;12.000;1.000
1800;72.500;-12.000;1.000
1801;72.500;-11.000;1.000
1802;72.500;-10.000;1.000
1803;72.500;-9.000;1.000
1804;72.500;-8.000;1.000
1805;72.500;-7.000;1.000
1806;72.500;-6.000;1.000
1807;72.500;-5.000;1.000
1808;72.500;-4.000;1.000
1809;72.500;-3.000;1.000
1810;72.500;-2.000;1.000
1811;72.500;-1.000;1.000
1812;72.500;0.000;1.000
1813;72.500;1.000;1.000
1814;72.500;2.000;1.000
1815;72.500;3.000;1.000
1816;72.500;4.000;1.000
1817;72.500;5.000;1.000
1818;72.500;6.000;1.000
1819;72.500;7.000;1.000
1820;72.500;8.000;1.000
1821;72.500;9.000;1.000
1822;72.500;10.000;1.000
1823;72.500;11.000;1.000
1824;72.500;12.000;1.000
1825;73.500;-12.000;1.000
1826;73.500;-11.000;1.000
1827;73.500;-10.000;1.000
1828;73.500;-9.000;1.000
1829;73.500;-8.000;1.000
1830;73.500;-7.000;1.000
1831;73.500;-6.000;1.000
1832;73.500;-5.000;1.000
1833;73.500;-4.000;1.000
1834;73.500;-3.000;1.000
1835;73.500;-2.000;1.000
1836;73.500;-1.000;1.000
1837;73.500;0.000;1.000
1838;73.500;1.000;1.000
1839;73.500;2.000;1.000
1840;73.500;3.000;1.000
1841;73.500;4.000;1.000
1842;73.500;5.000;1.000
1843;73.500;6.000;1.000
1844;73.500;7.000;1.000
1845;73.500;8.000;1.000
1846;73.500;9.000;1.000
1847;73.500;10.000;1.000
1848;73.500;11.000;1.000
1849;73.500;12.000;1.000
1850;74.500;-12.000;1.000
1851;74.500;-11.000;1.000
1852;74.500;-10.000;1.000
1853;74.500;-9.000;1.000
1854;74.500;-8.000;1.000
1855;74.500;-7.000;1.000
1856;74.500;-6.000;1.000
1857;74.500;-5.000;1.000
1858;74.500;-4.000;1.000
1859;74.500;-3.000;1.000
1860;74.500;-2.000;1.000
1861;74.500;-1.000;1.000
1862;74.500;0.000;1.000
1863;74.500;1.000;1.000
1864;74.500;2.000;1.000
1865;74.500;3.000;1.000
1866;74.500;4.000;1.000
1867;74.500;5.000;1.000
