3173.81788685 1563.92750677 0.0176937994313
3207.86618486 1446.52935509 0.0426177388388
3060.55550487 1494.15782759 0.026581294687
3042.37729812 1432.782299 0.0596994521886
3309.61591077 1515.72954135 0.00394123354982
3217.09371116 1538.47534699 0.00777786978501
3371.8051943 1476.54728683 0.0174792768733
3171.54640524 1472.41403682 0.031078201405
3148.23493403 1435.92247542 0.051713626466
3285.76489699 1500.79501769 0.00981278924074
3226.1672185 1445.93867904 0.0418803351098
3029.79512289 1517.75432083 0.0165096299421
3227.61983685 1482.19175319 0.0226478241975
3215.5851664 1457.1028762 0.0365625704701
3392.86208457 1438.02190492 0.0369230732381
3012.27599009 1532.09484605 0.0105512009086
3200.84350229 1480.31728603 0.0251994089043
3162.31890765 1569.17337849 0.0196249290403
3289.9801371 1448.00935655 0.0371677906077
3351.00155277 1538.36569648 0.0153219926371
3299.08338629 1443.27527565 0.0391937699587
3266.04085945 1449.83969654 0.0375356268797
3016.62609622 1570.61541986 0.0109072991176
3071.38315214 1495.66448656 0.0251226069137
3232.92009795 1444.27563445 0.0423800550637
3109.11459932 1536.94312699 0.00398004058527
3078.98664087 1417.74883037 0.0654239016201
3389.71012715 1580.74761967 0.0397543132816
3074.64960867 1512.34967719 0.0163929017512
3364.51861122 1422.38167603 0.0468963597774
3394.24812527 1533.5558348 0.0153044552476
