x;y;z;u;v;w;X;Y;Z;Sigma_11;Sigma_22;Sigma_12;Epsilon_11;Epsilon_22;Gamma_12;Strain Energy CCM
7.500;-2.000;0.000;0.052;-1.241;0.000;7.552;-3.241;0.000;-0.576000;0.000000;2.923200;-0.000144;0.000043;0.001900;0.002819
7.500;-1.000;0.000;0.026;-1.241;0.000;7.526;-2.241;0.000;-0.288000;0.000000;2.980800;-0.000072;0.000022;0.001938;0.002898
7.500;0.000;0.000;0.000;-1.241;0.000;7.500;-1.241;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
7.500;1.000;0.000;-0.026;-1.241;0.000;7.474;-0.241;0.000;0.288000;0.000000;2.980800;0.000072;-0.000022;0.001938;0.002898
7.500;2.000;0.000;-0.052;-1.241;0.000;7.448;0.759;0.000;0.576000;0.000000;2.923200;0.000144;-0.000043;0.001900;0.002819
7.500;3.000;0.000;-0.079;-1.241;0.000;7.421;1.759;0.000;0.864000;0.000000;2.827200;0.000216;-0.000065;0.001838;0.002691
7.500;4.000;0.000;-0.105;-1.241;0.000;7.395;2.759;0.000;1.152000;0.000000;2.692800;0.000288;-0.000086;0.001750;0.002523
7.500;5.000;0.000;-0.131;-1.241;0.000;7.369;3.759;0.000;1.440000;0.000000;2.520000;0.000360;-0.000108;0.001638;0.002323
7.500;6.000;0.000;-0.158;-1.241;0.000;7.342;4.759;0.000;1.728000;0.000000;2.308800;0.000432;-0.000130;0.001501;0.002106
7.500;7.000;0.000;-0.184;-1.242;0.000;7.316;5.758;0.000;2.016000;0.000000;2.059200;0.000504;-0.000151;0.001338;0.001886
7.500;8.000;0.000;-0.211;-1.242;0.000;7.289;6.758;0.000;2.304000;0.000000;1.771200;0.000576;-0.000173;0.001151;0.001683
7.500;9.000;0.000;-0.238;-1.242;0.000;7.262;7.758;0.000;2.592000;0.000000;1.444800;0.000648;-0.000194;0.000939;0.001518
7.500;10.000;0.000;-0.265;-1.242;0.000;7.235;8.758;0.000;2.880000;0.000000;1.080000;0.000720;-0.000216;0.000702;0.001416
7.500;11.000;0.000;-0.293;-1.242;0.000;7.207;9.758;0.000;3.168000;0.000000;0.676800;0.000792;-0.000238;0.000440;0.001403
7.500;12.000;0.000;-0.320;-1.243;0.000;7.180;10.757;0.000;3.456000;0.000000;0.235200;0.000864;-0.000259;0.000153;0.001511
8.500;-12.000;0.000;0.319;-1.215;0.000;8.819;-13.215;0.000;-3.916800;0.000000;0.235200;-0.000979;0.000294;0.000153;0.001936
8.500;-11.000;0.000;0.292;-1.214;0.000;8.792;-12.214;0.000;-3.590400;0.000000;0.676800;-0.000898;0.000269;0.000440;0.001760
8.500;-10.000;0.000;0.264;-1.214;0.000;8.764;-11.214;0.000;-3.264000;0.000000;1.080000;-0.000816;0.000245;0.000702;0.001711
8.500;-9.000;0.000;0.237;-1.214;0.000;8.737;-10.214;0.000;-2.937600;0.000000;1.444800;-0.000734;0.000220;0.000939;0.001757
8.500;-8.000;0.000;0.211;-1.214;0.000;8.711;-9.214;0.000;-2.611200;0.000000;1.771200;-0.000653;0.000196;0.001151;0.001872
8.500;-7.000;0.000;0.184;-1.214;0.000;8.684;-8.214;0.000;-2.284800;0.000000;2.059200;-0.000571;0.000171;0.001338;0.002031
8.500;-6.000;0.000;0.157;-1.213;0.000;8.657;-7.213;0.000;-1.958400;0.000000;2.308800;-0.000490;0.000147;0.001501;0.002212
8.500;-5.000;0.000;0.131;-1.213;0.000;8.631;-6.213;0.000;-1.632000;0.000000;2.520000;-0.000408;0.000122;0.001638;0.002397
8.500;-4.000;0.000;0.105;-1.213;0.000;8.605;-5.213;0.000;-1.305600;0.000000;2.692800;-0.000326;0.000098;0.001750;0.002570
8.500;-3.000;0.000;0.078;-1.213;0.000;8.578;-4.213;0.000;-0.979200;0.000000;2.827200;-0.000245;0.000073;0.001838;0.002718
8.500;-2.000;0.000;0.052;-1.213;0.000;8.552;-3.213;0.000;-0.652800;0.000000;2.923200;-0.000163;0.000049;0.001900;0.002830
8.500;-1.000;0.000;0.026;-1.213;0.000;8.526;-2.213;0.000;-0.326400;0.000000;2.980800;-0.000082;0.000024;0.001938;0.002901
8.500;0.000;0.000;0.000;-1.213;0.000;8.500;-1.213;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
8.500;1.000;0.000;-0.026;-1.213;0.000;8.474;-0.213;0.000;0.326400;0.000000;2.980800;0.000082;-0.000024;0.001938;0.002901
8.500;2.000;0.000;-0.052;-1.213;0.000;8.448;0.787;0.000;0.652800;0.000000;2.923200;0.000163;-0.000049;0.001900;0.002830
8.500;3.000;0.000;-0.078;-1.213;0.000;8.422;1.787;0.000;0.979200;0.000000;2.827200;0.000245;-0.000073;0.001838;0.002718
8.500;4.000;0.000;-0.105;-1.213;0.000;8.395;2.787;0.000;1.305600;0.000000;2.692800;0.000326;-0.000098;0.001750;0.002570
8.500;5.000;0.000;-0.131;-1.213;0.000;8.369;3.787;0.000;1.632000;0.000000;2.520000;0.000408;-0.000122;0.001638;0.002397
8.500;6.000;0.000;-0.157;-1.213;0.000;8.343;4.787;0.000;1.958400;0.000000;2.308800;0.000490;-0.000147;0.001501;0.002212
8.500;7.000;0.000;-0.184;-1.214;0.000;8.316;5.786;0.000;2.284800;0.000000;2.059200;0.000571;-0.000171;0.001338;0.002031
8.500;8.000;0.000;-0.211;-1.214;0.000;8.289;6.786;0.000;2.611200;0.000000;1.771200;0.000653;-0.000196;0.001151;0.001872
8.500;9.000;0.000;-0.237;-1.214;0.000;8.263;7.786;0.000;2.937600;0.000000;1.444800;0.000734;-0.000220;0.000939;0.001757
8.500;10.000;0.000;-0.264;-1.214;0.000;8.236;8.786;0.000;3.264000;0.000000;1.080000;0.000816;-0.000245;0.000702;0.001711
8.500;11.000;0.000;-0.292;-1.214;0.000;8.208;9.786;0.000;3.590400;0.000000;0.676800;0.000898;-0.000269;0.000440;0.001760
8.500;12.000;0.000;-0.319;-1.215;0.000;8.181;10.785;0.000;3.916800;0.000000;0.235200;0.000979;-0.000294;0.000153;0.001936
9.500;-12.000;0.000;0.318;-1.187;0.000;9.818;-13.187;0.000;-4.377600;0.000000;0.235200;-0.001094;0.000328;0.000153;0.002413
9.500;-11.000;0.000;0.291;-1.187;0.000;9.791;-12.187;0.000;-4.012800;0.000000;0.676800;-0.001003;0.000301;0.000440;0.002162
9.500;-10.000;0.000;0.264;-1.186;0.000;9.764;-11.186;0.000;-3.648000;0.000000;1.080000;-0.000912;0.000274;0.000702;0.002043
9.500;-9.000;0.000;0.237;-1.186;0.000;9.737;-10.186;0.000;-3.283200;0.000000;1.444800;-0.000821;0.000246;0.000939;0.002026
9.500;-8.000;0.000;0.210;-1.186;0.000;9.710;-9.186;0.000;-2.918400;0.000000;1.771200;-0.000730;0.000219;0.001151;0.002084
9.500;-7.000;0.000;0.183;-1.186;0.000;9.683;-8.186;0.000;-2.553600;0.000000;2.059200;-0.000638;0.000192;0.001338;0.002193
9.500;-6.000;0.000;0.157;-1.185;0.000;9.657;-7.185;0.000;-2.188800;0.000000;2.308800;-0.000547;0.000164;0.001501;0.002331
9.500;-5.000;0.000;0.130;-1.185;0.000;9.630;-6.185;0.000;-1.824000;0.000000;2.520000;-0.000456;0.000137;0.001638;0.002480
9.500;-4.000;0.000;0.104;-1.185;0.000;9.604;-5.185;0.000;-1.459200;0.000000;2.692800;-0.000365;0.000109;0.001750;0.002623
9.500;-3.000;0.000;0.078;-1.185;0.000;9.578;-4.185;0.000;-1.094400;0.000000;2.827200;-0.000274;0.000082;0.001838;0.002747
9.500;-2.000;0.000;0.052;-1.185;0.000;9.552;-3.185;0.000;-0.729600;0.000000;2.923200;-0.000182;0.000055;0.001900;0.002844
9.500;-1.000;0.000;0.026;-1.185;0.000;9.526;-2.185;0.000;-0.364800;0.000000;2.980800;-0.000091;0.000027;0.001938;0.002904
9.500;0.000;0.000;0.000;-1.185;0.000;9.500;-1.185;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
9.500;1.000;0.000;-0.026;-1.185;0.000;9.474;-0.185;0.000;0.364800;0.000000;2.980800;0.000091;-0.000027;0.001938;0.002904
9.500;2.000;0.000;-0.052;-1.185;0.000;9.448;0.815;0.000;0.729600;0.000000;2.923200;0.000182;-0.000055;0.001900;0.002844
9.500;3.000;0.000;-0.078;-1.185;0.000;9.422;1.815;0.000;1.094400;0.000000;2.827200;0.000274;-0.000082;0.001838;0.002747
9.500;4.000;0.000;-0.104;-1.185;0.000;9.396;2.815;0.000;1.459200;0.000000;2.692800;0.000365;-0.000109;0.001750;0.002623
9.500;5.000;0.000;-0.130;-1.185;0.000;9.370;3.815;0.000;1.824000;0.000000;2.520000;0.000456;-0.000137;0.001638;0.002480
9.500;6.000;0.000;-0.157;-1.185;0.000;9.343;4.815;0.000;2.188800;0.000000;2.308800;0.000547;-0.000164;0.001501;0.002331
9.500;7.000;0.000;-0.183;-1.186;0.000;9.317;5.814;0.000;2.553600;0.000000;2.059200;0.000638;-0.000192;0.001338;0.002193
9.500;8.000;0.000;-0.210;-1.186;0.000;9.290;6.814;0.000;2.918400;0.000000;1.771200;0.000730;-0.000219;0.001151;0.002084
9.500;9.000;0.000;-0.237;-1.186;0.000;9.263;7.814;0.000;3.283200;0.000000;1.444800;0.000821;-0.000246;0.000939;0.002026
9.500;10.000;0.000;-0.264;-1.186;0.000;9.236;8.814;0.000;3.648000;0.000000;1.080000;0.000912;-0.000274;0.000702;0.002043
9.500;11.000;0.000;-0.291;-1.187;0.000;9.209;9.813;0.000;4.012800;0.000000;0.676800;0.001003;-0.000301;0.000440;0.002162
9.500;12.000;0.000;-0.318;-1.187;0.000;9.182;10.813;0.000;4.377600;0.000000;0.235200;0.001094;-0.000328;0.000153;0.002413
10.500;-12.000;0.000;0.317;-1.159;0.000;10.817;-13.159;0.000;-4.838400;0.000000;0.235200;-0.001210;0.000363;0.000153;0.002944
10.500;-11.000;0.000;0.290;-1.159;0.000;10.790;-12.159;0.000;-4.435200;0.000000;0.676800;-0.001109;0.000333;0.000440;0.002608
10.500;-10.000;0.000;0.263;-1.159;0.000;10.763;-11.159;0.000;-4.032000;0.000000;1.080000;-0.001008;0.000302;0.000702;0.002411
10.500;-9.000;0.000;0.236;-1.158;0.000;10.736;-10.158;0.000;-3.628800;0.000000;1.444800;-0.000907;0.000272;0.000939;0.002324
10.500;-8.000;0.000;0.209;-1.158;0.000;10.709;-9.158;0.000;-3.225600;0.000000;1.771200;-0.000806;0.000242;0.001151;0.002320
10.500;-7.000;0.000;0.183;-1.158;0.000;10.683;-8.158;0.000;-2.822400;0.000000;2.059200;-0.000706;0.000212;0.001338;0.002374
10.500;-6.000;0.000;0.156;-1.158;0.000;10.656;-7.158;0.000;-2.419200;0.000000;2.308800;-0.000605;0.000181;0.001501;0.002464
10.500;-5.000;0.000;0.130;-1.157;0.000;10.630;-6.157;0.000;-2.016000;0.000000;2.520000;-0.000504;0.000151;0.001638;0.002572
10.500;-4.000;0.000;0.104;-1.157;0.000;10.604;-5.157;0.000;-1.612800;0.000000;2.692800;-0.000403;0.000121;0.001750;0.002682
10.500;-3.000;0.000;0.078;-1.157;0.000;10.578;-4.157;0.000;-1.209600;0.000000;2.827200;-0.000302;0.000091;0.001838;0.002781
10.500;-2.000;0.000;0.052;-1.157;0.000;10.552;-3.157;0.000;-0.806400;0.000000;2.923200;-0.000202;0.000060;0.001900;0.002858
10.500;-1.000;0.000;0.026;-1.157;0.000;10.526;-2.157;0.000;-0.403200;0.000000;2.980800;-0.000101;0.000030;0.001938;0.002908
10.500;0.000;0.000;0.000;-1.157;0.000;10.500;-1.157;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
10.500;1.000;0.000;-0.026;-1.157;0.000;10.474;-0.157;0.000;0.403200;0.000000;2.980800;0.000101;-0.000030;0.001938;0.002908
10.500;2.000;0.000;-0.052;-1.157;0.000;10.448;0.843;0.000;0.806400;0.000000;2.923200;0.000202;-0.000060;0.001900;0.002858
10.500;3.000;0.000;-0.078;-1.157;0.000;10.422;1.843;0.000;1.209600;0.000000;2.827200;0.000302;-0.000091;0.001838;0.002781
10.500;4.000;0.000;-0.104;-1.157;0.000;10.396;2.843;0.000;1.612800;0.000000;2.692800;0.000403;-0.000121;0.001750;0.002682
10.500;5.000;0.000;-0.130;-1.157;0.000;10.370;3.843;0.000;2.016000;0.000000;2.520000;0.000504;-0.000151;0.001638;0.002572
10.500;6.000;0.000;-0.156;-1.158;0.000;10.344;4.842;0.000;2.419200;0.000000;2.308800;0.000605;-0.000181;0.001501;0.002464
10.500;7.000;0.000;-0.183;-1.158;0.000;10.317;5.842;0.000;2.822400;0.000000;2.059200;0.000706;-0.000212;0.001338;0.002374
10.500;8.000;0.000;-0.209;-1.158;0.000;10.291;6.842;0.000;3.225600;0.000000;1.771200;0.000806;-0.000242;0.001151;0.002320
10.500;9.000;0.000;-0.236;-1.158;0.000;10.264;7.842;0.000;3.628800;0.000000;1.444800;0.000907;-0.000272;0.000939;0.002324
10.500;10.000;0.000;-0.263;-1.159;0.000;10.237;8.841;0.000;4.032000;0.000000;1.080000;0.001008;-0.000302;0.000702;0.002411
10.500;11.000;0.000;-0.290;-1.159;0.000;10.210;9.841;0.000;4.435200;0.000000;0.676800;0.001109;-0.000333;0.000440;0.002608
10.500;12.000;0.000;-0.317;-1.159;0.000;10.183;10.841;0.000;4.838400;0.000000;0.235200;0.001210;-0.000363;0.000153;0.002944
11.500;-12.000;0.000;0.316;-1.132;0.000;11.816;-13.132;0.000;-5.299200;0.000000;0.235200;-0.001325;0.000397;0.000153;0.003528
11.500;-11.000;0.000;0.289;-1.131;0.000;11.789;-12.131;0.000;-4.857600;0.000000;0.676800;-0.001214;0.000364;0.000440;0.003098
11.500;-10.000;0.000;0.262;-1.131;0.000;11.762;-11.131;0.000;-4.416000;0.000000;1.080000;-0.001104;0.000331;0.000702;0.002817
11.500;-9.000;0.000;0.235;-1.131;0.000;11.735;-10.131;0.000;-3.974400;0.000000;1.444800;-0.000994;0.000298;0.000939;0.002653
11.500;-8.000;0.000;0.208;-1.130;0.000;11.708;-9.130;0.000;-3.532800;0.000000;1.771200;-0.000883;0.000265;0.001151;0.002580
11.500;-7.000;0.000;0.182;-1.130;0.000;11.682;-8.130;0.000;-3.091200;0.000000;2.059200;-0.000773;0.000232;0.001338;0.002573
11.500;-6.000;0.000;0.156;-1.130;0.000;11.656;-7.130;0.000;-2.649600;0.000000;2.308800;-0.000662;0.000199;0.001501;0.002610
11.500;-5.000;0.000;0.129;-1.130;0.000;11.629;-6.130;0.000;-2.208000;0.000000;2.520000;-0.000552;0.000166;0.001638;0.002673
11.500;-4.000;0.000;0.103;-1.130;0.000;11.603;-5.130;0.000;-1.766400;0.000000;2.692800;-0.000442;0.000132;0.001750;0.002747
11.500;-3.000;0.000;0.077;-1.129;0.000;11.577;-4.129;0.000;-1.324800;0.000000;2.827200;-0.000331;0.000099;0.001838;0.002817
11.500;-2.000;0.000;0.052;-1.129;0.000;11.552;-3.129;0.000;-0.883200;0.000000;2.923200;-0.000221;0.000066;0.001900;0.002875
11.500;-1.000;0.000;0.026;-1.129;0.000;11.526;-2.129;0.000;-0.441600;0.000000;2.980800;-0.000110;0.000033;0.001938;0.002912
11.500;0.000;0.000;0.000;-1.129;0.000;11.500;-1.129;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
11.500;1.000;0.000;-0.026;-1.129;0.000;11.474;-0.129;0.000;0.441600;0.000000;2.980800;0.000110;-0.000033;0.001938;0.002912
11.500;2.000;0.000;-0.052;-1.129;0.000;11.448;0.871;0.000;0.883200;0.000000;2.923200;0.000221;-0.000066;0.001900;0.002875
11.500;3.000;0.000;-0.077;-1.129;0.000;11.423;1.871;0.000;1.324800;0.000000;2.827200;0.000331;-0.000099;0.001838;0.002817
11.500;4.000;0.000;-0.103;-1.130;0.000;11.397;2.870;0.000;1.766400;0.000000;2.692800;0.000442;-0.000132;0.001750;0.002747
11.500;5.000;0.000;-0.129;-1.130;0.000;11.371;3.870;0.000;2.208000;0.000000;2.520000;0.000552;-0.000166;0.001638;0.002673
11.500;6.000;0.000;-0.156;-1.130;0.000;11.344;4.870;0.000;2.649600;0.000000;2.308800;0.000662;-0.000199;0.001501;0.002610
11.500;7.000;0.000;-0.182;-1.130;0.000;11.318;5.870;0.000;3.091200;0.000000;2.059200;0.000773;-0.000232;0.001338;0.002573
11.500;8.000;0.000;-0.208;-1.130;0.000;11.292;6.870;0.000;3.532800;0.000000;1.771200;0.000883;-0.000265;0.001151;0.002580
11.500;9.000;0.000;-0.235;-1.131;0.000;11.265;7.869;0.000;3.974400;0.000000;1.444800;0.000994;-0.000298;0.000939;0.002653
11.500;10.000;0.000;-0.262;-1.131;0.000;11.238;8.869;0.000;4.416000;0.000000;1.080000;0.001104;-0.000331;0.000702;0.002817
11.500;11.000;0.000;-0.289;-1.131;0.000;11.211;9.869;0.000;4.857600;0.000000;0.676800;0.001214;-0.000364;0.000440;0.003098
11.500;12.000;0.000;-0.316;-1.132;0.000;11.184;10.868;0.000;5.299200;0.000000;0.235200;0.001325;-0.000397;0.000153;0.003528
12.500;-12.000;0.000;0.314;-1.104;0.000;12.814;-13.104;0.000;-5.760000;0.000000;0.235200;-0.001440;0.000432;0.000153;0.004165
12.500;-11.000;0.000;0.287;-1.104;0.000;12.787;-12.104;0.000;-5.280000;0.000000;0.676800;-0.001320;0.000396;0.000440;0.003634
12.500;-10.000;0.000;0.260;-1.103;0.000;12.760;-11.103;0.000;-4.800000;0.000000;1.080000;-0.001200;0.000360;0.000702;0.003259
12.500;-9.000;0.000;0.234;-1.103;0.000;12.734;-10.103;0.000;-4.320000;0.000000;1.444800;-0.001080;0.000324;0.000939;0.003011
12.500;-8.000;0.000;0.207;-1.103;0.000;12.707;-9.103;0.000;-3.840000;0.000000;1.771200;-0.000960;0.000288;0.001151;0.002863
12.500;-7.000;0.000;0.181;-1.102;0.000;12.681;-8.102;0.000;-3.360000;0.000000;2.059200;-0.000840;0.000252;0.001338;0.002789
12.500;-6.000;0.000;0.155;-1.102;0.000;12.655;-7.102;0.000;-2.880000;0.000000;2.308800;-0.000720;0.000216;0.001501;0.002769
12.500;-5.000;0.000;0.129;-1.102;0.000;12.629;-6.102;0.000;-2.400000;0.000000;2.520000;-0.000600;0.000180;0.001638;0.002784
12.500;-4.000;0.000;0.103;-1.102;0.000;12.603;-5.102;0.000;-1.920000;0.000000;2.692800;-0.000480;0.000144;0.001750;0.002817
12.500;-3.000;0.000;0.077;-1.102;0.000;12.577;-4.102;0.000;-1.440000;0.000000;2.827200;-0.000360;0.000108;0.001838;0.002857
12.500;-2.000;0.000;0.051;-1.102;0.000;12.551;-3.102;0.000;-0.960000;0.000000;2.923200;-0.000240;0.000072;0.001900;0.002892
12.500;-1.000;0.000;0.026;-1.102;0.000;12.526;-2.102;0.000;-0.480000;0.000000;2.980800;-0.000120;0.000036;0.001938;0.002916
12.500;0.000;0.000;0.000;-1.102;0.000;12.500;-1.102;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
12.500;1.000;0.000;-0.026;-1.102;0.000;12.474;-0.102;0.000;0.480000;0.000000;2.980800;0.000120;-0.000036;0.001938;0.002916
12.500;2.000;0.000;-0.051;-1.102;0.000;12.449;0.898;0.000;0.960000;0.000000;2.923200;0.000240;-0.000072;0.001900;0.002892
12.500;3.000;0.000;-0.077;-1.102;0.000;12.423;1.898;0.000;1.440000;0.000000;2.827200;0.000360;-0.000108;0.001838;0.002857
12.500;4.000;0.000;-0.103;-1.102;0.000;12.397;2.898;0.000;1.920000;0.000000;2.692800;0.000480;-0.000144;0.001750;0.002817
12.500;5.000;0.000;-0.129;-1.102;0.000;12.371;3.898;0.000;2.400000;0.000000;2.520000;0.000600;-0.000180;0.001638;0.002784
12.500;6.000;0.000;-0.155;-1.102;0.000;12.345;4.898;0.000;2.880000;0.000000;2.308800;0.000720;-0.000216;0.001501;0.002769
12.500;7.000;0.000;-0.181;-1.102;0.000;12.319;5.898;0.000;3.360000;0.000000;2.059200;0.000840;-0.000252;0.001338;0.002789
12.500;8.000;0.000;-0.207;-1.103;0.000;12.293;6.897;0.000;3.840000;0.000000;1.771200;0.000960;-0.000288;0.001151;0.002863
12.500;9.000;0.000;-0.234;-1.103;0.000;12.266;7.897;0.000;4.320000;0.000000;1.444800;0.001080;-0.000324;0.000939;0.003011
12.500;10.000;0.000;-0.260;-1.103;0.000;12.240;8.897;0.000;4.800000;0.000000;1.080000;0.001200;-0.000360;0.000702;0.003259
12.500;11.000;0.000;-0.287;-1.104;0.000;12.213;9.896;0.000;5.280000;0.000000;0.676800;0.001320;-0.000396;0.000440;0.003634
12.500;12.000;0.000;-0.314;-1.104;0.000;12.186;10.896;0.000;5.760000;0.000000;0.235200;0.001440;-0.000432;0.000153;0.004165
13.500;-12.000;0.000;0.313;-1.077;0.000;13.813;-13.077;0.000;-6.220800;0.000000;0.235200;-0.001555;0.000467;0.000153;0.004855
13.500;-11.000;0.000;0.286;-1.076;0.000;13.786;-12.076;0.000;-5.702400;0.000000;0.676800;-0.001426;0.000428;0.000440;0.004214
13.500;-10.000;0.000;0.259;-1.076;0.000;13.759;-11.076;0.000;-5.184000;0.000000;1.080000;-0.001296;0.000389;0.000702;0.003738
13.500;-9.000;0.000;0.233;-1.076;0.000;13.733;-10.076;0.000;-4.665600;0.000000;1.444800;-0.001166;0.000350;0.000939;0.003399
13.500;-8.000;0.000;0.206;-1.075;0.000;13.706;-9.075;0.000;-4.147200;0.000000;1.771200;-0.001037;0.000311;0.001151;0.003169
13.500;-7.000;0.000;0.180;-1.075;0.000;13.680;-8.075;0.000;-3.628800;0.000000;2.059200;-0.000907;0.000272;0.001338;0.003024
13.500;-6.000;0.000;0.154;-1.075;0.000;13.654;-7.075;0.000;-3.110400;0.000000;2.308800;-0.000778;0.000233;0.001501;0.002942
13.500;-5.000;0.000;0.128;-1.074;0.000;13.628;-6.074;0.000;-2.592000;0.000000;2.520000;-0.000648;0.000194;0.001638;0.002904
13.500;-4.000;0.000;0.102;-1.074;0.000;13.602;-5.074;0.000;-2.073600;0.000000;2.692800;-0.000518;0.000156;0.001750;0.002894
13.500;-3.000;0.000;0.077;-1.074;0.000;13.577;-4.074;0.000;-1.555200;0.000000;2.827200;-0.000389;0.000117;0.001838;0.002900
13.500;-2.000;0.000;0.051;-1.074;0.000;13.551;-3.074;0.000;-1.036800;0.000000;2.923200;-0.000259;0.000078;0.001900;0.002912
13.500;-1.000;0.000;0.026;-1.074;0.000;13.526;-2.074;0.000;-0.518400;0.000000;2.980800;-0.000130;0.000039;0.001938;0.002921
13.500;0.000;0.000;0.000;-1.074;0.000;13.500;-1.074;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
13.500;1.000;0.000;-0.026;-1.074;0.000;13.474;-0.074;0.000;0.518400;0.000000;2.980800;0.000130;-0.000039;0.001938;0.002921
13.500;2.000;0.000;-0.051;-1.074;0.000;13.449;0.926;0.000;1.036800;0.000000;2.923200;0.000259;-0.000078;0.001900;0.002912
13.500;3.000;0.000;-0.077;-1.074;0.000;13.423;1.926;0.000;1.555200;0.000000;2.827200;0.000389;-0.000117;0.001838;0.002900
13.500;4.000;0.000;-0.102;-1.074;0.000;13.398;2.926;0.000;2.073600;0.000000;2.692800;0.000518;-0.000156;0.001750;0.002894
13.500;5.000;0.000;-0.128;-1.074;0.000;13.372;3.926;0.000;2.592000;0.000000;2.520000;0.000648;-0.000194;0.001638;0.002904
13.500;6.000;0.000;-0.154;-1.075;0.000;13.346;4.925;0.000;3.110400;0.000000;2.308800;0.000778;-0.000233;0.001501;0.002942
13.500;7.000;0.000;-0.180;-1.075;0.000;13.320;5.925;0.000;3.628800;0.000000;2.059200;0.000907;-0.000272;0.001338;0.003024
13.500;8.000;0.000;-0.206;-1.075;0.000;13.294;6.925;0.000;4.147200;0.000000;1.771200;0.001037;-0.000311;0.001151;0.003169
13.500;9.000;0.000;-0.233;-1.076;0.000;13.267;7.924;0.000;4.665600;0.000000;1.444800;0.001166;-0.000350;0.000939;0.003399
13.500;10.000;0.000;-0.259;-1.076;0.000;13.241;8.924;0.000;5.184000;0.000000;1.080000;0.001296;-0.000389;0.000702;0.003738
13.500;11.000;0.000;-0.286;-1.076;0.000;13.214;9.924;0.000;5.702400;0.000000;0.676800;0.001426;-0.000428;0.000440;0.004214
13.500;12.000;0.000;-0.313;-1.077;0.000;13.187;10.923;0.000;6.220800;0.000000;0.235200;0.001555;-0.000467;0.000153;0.004855
14.500;-12.000;0.000;0.311;-1.050;0.000;14.811;-13.050;0.000;-6.681600;0.000000;0.235200;-0.001670;0.000501;0.000153;0.005598
14.500;-11.000;0.000;0.284;-1.049;0.000;14.784;-12.049;0.000;-6.124800;0.000000;0.676800;-0.001531;0.000459;0.000440;0.004838
14.500;-10.000;0.000;0.258;-1.049;0.000;14.758;-11.049;0.000;-5.568000;0.000000;1.080000;-0.001392;0.000418;0.000702;0.004254
14.500;-9.000;0.000;0.231;-1.048;0.000;14.731;-10.048;0.000;-5.011200;0.000000;1.444800;-0.001253;0.000376;0.000939;0.003817
14.500;-8.000;0.000;0.205;-1.048;0.000;14.705;-9.048;0.000;-4.454400;0.000000;1.771200;-0.001114;0.000334;0.001151;0.003500
14.500;-7.000;0.000;0.179;-1.048;0.000;14.679;-8.048;0.000;-3.897600;0.000000;2.059200;-0.000974;0.000292;0.001338;0.003277
14.500;-6.000;0.000;0.153;-1.047;0.000;14.653;-7.047;0.000;-3.340800;0.000000;2.308800;-0.000835;0.000251;0.001501;0.003128
14.500;-5.000;0.000;0.128;-1.047;0.000;14.628;-6.047;0.000;-2.784000;0.000000;2.520000;-0.000696;0.000209;0.001638;0.003033
14.500;-4.000;0.000;0.102;-1.047;0.000;14.602;-5.047;0.000;-2.227200;0.000000;2.692800;-0.000557;0.000167;0.001750;0.002977
14.500;-3.000;0.000;0.076;-1.047;0.000;14.576;-4.047;0.000;-1.670400;0.000000;2.827200;-0.000418;0.000125;0.001838;0.002947
14.500;-2.000;0.000;0.051;-1.047;0.000;14.551;-3.047;0.000;-1.113600;0.000000;2.923200;-0.000278;0.000084;0.001900;0.002932
14.500;-1.000;0.000;0.025;-1.047;0.000;14.525;-2.047;0.000;-0.556800;0.000000;2.980800;-0.000139;0.000042;0.001938;0.002926
14.500;0.000;0.000;0.000;-1.047;0.000;14.500;-1.047;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
14.500;1.000;0.000;-0.025;-1.047;0.000;14.475;-0.047;0.000;0.556800;0.000000;2.980800;0.000139;-0.000042;0.001938;0.002926
14.500;2.000;0.000;-0.051;-1.047;0.000;14.449;0.953;0.000;1.113600;0.000000;2.923200;0.000278;-0.000084;0.001900;0.002932
